,PA01H:NO,RN6:NO,SOULT:NO,OPERA:NO,RN20:NO,BP_EST:NO,ARG:NO,AUB:NO,AUT:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,PA15L:NO,OBJECTID
,PARIS 1er Les Halles,Route Nationale 6 - MELUN,Boulevard Soult,Place de l'Opéra,RN20 Montlhéry,Boulevard Périphérique Est,ARGENTEUIL,AUBERVILLIERS,Boulevard Péripherique Auteuil,Autoroute A1 - Saint-Denis,Place Victor Basch,BOBIGNY,Rue Bonaparte,Quai des Célestins,CHAMPIGNY-SUR-MARNE,LA DEFENSE,Tour Eiffel 3ème étage,Avenue des Champs Elysées,EVRY,GENNEVILLIERS,GONESSE,LOGNES,MANTES-LA-JOLIE,MELUN,MONTGERON,NEUILLY-SUR-SEINE,PARIS 7ème,PARIS 12ème,PARIS 13ème,PARIS 18ème,Zone rurale Sud-Est - Forêt de Fontainebleau,Zone rurale Sud-Ouest - Forêt de Rambouillet,SAINT-DENIS,TREMBLAY-EN-FRANCE,Boulevard Haussmann,VERSAILLES,VILLEMOMBLE,VITRY-SUR-SEINE,Route nationale 2 - PANTIN,Paris stade Lenglen,0
,PA01H,RN6,SOULT,OPERA,RN20,BP_EST,ARG,AUB,AUT,A1,BASCH,BOB,BONAP,CELES,CHAMP,DEF,EIFF3,ELYS,EVRY,GEN,GON,LOGNES,MANT,MELUN,MONTG,NEUIL,PA07,PA12,PA13,PA18,RUR-SE,RUR-SO,STDEN,TREMB,HAUS,VERS,VILLEM,VITRY,RN2,PA15L,1
,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,2
,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2021/03/05 21:00:00+00,0.700000,20.400000,1.400000,18.800000,28.500000,44.100000,0.300000,1.100000,66.900000,37.200000,23.800000,1.600000,22.600000,13.800000,2.300000,,0.900000,1.800000,1,1.700000,0.100000,1.100000,8.500000,,1.700000,2.400000,0.100000,0.900000,0,2.400000,0.200000,0,0,0.900000,6.600000,0.600000,1.300000,0,18.100000,1.800000,1537
2021/03/05 22:00:00+00,0.700000,18.700000,1.400000,15,16.300000,32.900000,0.200000,0.500000,51,29.200000,16.500000,1.600000,22,9.500000,2.100000,,0.900000,1.500000,0.700000,1.700000,0,1.300000,2.500000,,1.500000,2.100000,0.100000,1,0,1.800000,0.300000,0.100000,0,1.300000,3.900000,0.400000,1.300000,0.100000,16.100000,1.300000,1538
2021/03/05 23:00:00+00,1,4.500000,0.800000,10.900000,11,29.200000,0,0.100000,48.800000,20.600000,12.700000,1.600000,5.200000,11.900000,2.800000,,0.600000,1.500000,0.900000,1.300000,0,1.600000,1.500000,,1.300000,2,0,1.600000,0.100000,1.700000,0.100000,0,0,1.100000,3,0.400000,2.400000,0.200000,13.700000,1.300000,1539
2021/03/06 00:00:00+00,0.900000,5.400000,0.100000,8.200000,5.500000,17.900000,0.100000,0.300000,36.900000,22.100000,12.200000,0.700000,18.700000,9.200000,2.400000,,1.300000,1.600000,0.300000,1.100000,0,1.300000,1.900000,,3,1.800000,0.100000,0.900000,0,0.900000,0.100000,0.200000,0,0.300000,3.200000,0.300000,2.700000,0,12.300000,1.400000,1540
2021/03/06 01:00:00+00,0.800000,3.700000,0.300000,5.800000,9.100000,19.300000,0,0,30.700000,13,8.600000,0.700000,9,6.800000,1.900000,,1.100000,1.500000,0.500000,1,0,1.800000,3.100000,,2.500000,1.500000,0,1.100000,0,0.800000,0.300000,0,0,0.600000,4.100000,0.400000,1.400000,0,11.200000,1.300000,1541
2021/03/06 02:00:00+00,0.800000,2.200000,0.500000,4.400000,10,22.900000,0,0,22.600000,12,7.300000,0.700000,5.100000,4.200000,1.500000,,0.800000,1.500000,0.300000,1.300000,0.100000,1.200000,2.700000,,2.700000,1.600000,0,1.600000,0,1.200000,0.400000,0.100000,0,0.500000,2.200000,0.400000,0.700000,0,9.800000,1.300000,1542
2021/03/06 03:00:00+00,0.800000,1.800000,0.200000,3.800000,13.200000,23.500000,0.400000,0,31.700000,10.500000,7.900000,0.700000,3.700000,2.900000,1.600000,,0.800000,1.500000,0.600000,1.300000,0,1.500000,3.300000,,2.100000,2.100000,0,0.800000,0,0.800000,0.200000,0.100000,0,0.600000,1.700000,0.300000,0.700000,0,8,1.600000,1543
2021/03/06 04:00:00+00,0.700000,2.400000,0.600000,2.600000,21.100000,34.500000,0,0,61.900000,18,14.300000,0.700000,3.500000,5.800000,1.600000,,1.200000,1.600000,1.200000,1.300000,0.900000,1,4,,3.200000,1.900000,0,1.200000,0,1.300000,0.200000,0.100000,0,0.900000,2.200000,0.500000,0.500000,0,10.600000,1.500000,1544
2021/03/06 05:00:00+00,1.100000,8,0.900000,3,28.400000,56.200000,0.400000,0.200000,76.700000,31.300000,28,1,6.700000,19.500000,1.800000,,0.400000,1.700000,0.800000,3.300000,0.600000,1.400000,6.500000,,3.300000,2.400000,0.100000,1.300000,0,2.500000,0,0.100000,0,0.900000,2.600000,0.500000,0.900000,0.100000,37.900000,2,1545
2021/03/06 06:00:00+00,1.300000,20.400000,1.600000,9.600000,40.300000,71.700000,0,0.600000,110,62,41,8.400000,10.300000,19.400000,2.300000,,0.800000,2.200000,1,4.300000,0.700000,1.600000,6.600000,,3.600000,3.700000,0.200000,1.900000,0,3.200000,0.100000,0.100000,0.100000,0.900000,5,1,0.700000,0,42.700000,2.200000,1546
2021/03/06 07:00:00+00,2.100000,39,3.800000,18.500000,55.600000,105.200000,0.600000,3.300000,147.800000,92.200000,48.400000,3.800000,12.400000,27.600000,3.100000,,1.300000,3.700000,0.900000,4.900000,1.700000,1.900000,7.300000,,4.400000,8,1.100000,3.100000,0.800000,8.600000,0.300000,0.200000,0.700000,2.400000,9.800000,1.600000,2.900000,0.900000,62.800000,3,1547
2021/03/06 08:00:00+00,5.400000,33.800000,7.100000,23.400000,74.400000,91.100000,2.200000,8.700000,170.500000,74.900000,51.400000,6.100000,31.100000,35.200000,5.800000,,2.900000,8.100000,2.800000,7,21.100000,3.400000,17.900000,,4.300000,11.600000,4.500000,5.200000,2.800000,9.800000,0.700000,1.600000,3.400000,4.100000,16.600000,6.300000,4.500000,3.400000,52.400000,7.100000,1548
2021/03/06 09:00:00+00,6.700000,26.300000,9.100000,25.600000,85.700000,95.600000,3.200000,4.900000,169.800000,81.300000,47.500000,4.200000,27.900000,36.900000,5,,4.500000,8,3.800000,7.200000,3,4.300000,7.400000,,5.200000,12.200000,5.200000,7.100000,6.100000,11,0.700000,3.300000,3.800000,3.700000,18.200000,9.500000,5.700000,4.700000,57.100000,9.300000,1549
2021/03/06 10:00:00+00,5.600000,43.600000,8,22.900000,59.700000,89.100000,4.900000,3.600000,149.100000,67.900000,34.200000,3.400000,22.500000,39,4.500000,,4.100000,5.900000,2.500000,7,3.200000,4.600000,9.700000,,7.600000,9.700000,3.800000,5.100000,4.100000,7,0.700000,2.900000,4.100000,4.100000,18.800000,8.100000,5.500000,3.200000,40.800000,6.900000,1550
2021/03/06 11:00:00+00,3.900000,41.700000,6,29.200000,61,81,2.800000,2.500000,128.800000,54.600000,42.200000,2.900000,24.100000,36.300000,4,,2.800000,4.200000,2.100000,6.300000,2.700000,3.900000,7.700000,,5,7.300000,2.500000,3.900000,2.500000,4.500000,0.900000,2.800000,3.600000,3.600000,15.800000,5.300000,5,3.400000,41.300000,5.600000,1551
2021/03/06 12:00:00+00,4.100000,40.200000,6.800000,25.800000,55.300000,77.300000,3.400000,2.500000,138.100000,54.300000,37.500000,2.400000,16.200000,36.500000,3.700000,,3.300000,4.500000,1.800000,6.400000,1.500000,2.600000,6.800000,,3.600000,6,2.700000,4.300000,2.500000,6.300000,0.900000,2.400000,3.700000,3.400000,11.700000,5.400000,3.500000,4.200000,60.100000,5.300000,1552
2021/03/06 13:00:00+00,3.600000,25.400000,5.700000,39.700000,64.700000,87.100000,2.500000,2.700000,137.900000,62.800000,33.300000,2.700000,20.300000,39.500000,3.200000,,3.200000,4.800000,1.700000,4.800000,1.600000,2.900000,5.300000,,4.500000,6.400000,2.600000,4.300000,2.700000,7.100000,1,2.500000,3.100000,2.900000,14.500000,4.300000,3.500000,2.900000,71.400000,4.800000,1553
2021/03/06 14:00:00+00,4.100000,23.100000,6,31.600000,69.400000,77.300000,3.100000,2.600000,162,59.400000,39.400000,2.500000,18.400000,36.100000,3.200000,,3.100000,4.800000,1.600000,4.100000,1.800000,3.100000,6.500000,,2.900000,5.600000,2.200000,3.700000,2.100000,6.500000,1,2.300000,3.700000,3.100000,15.500000,3.800000,3,2.700000,86.400000,4.500000,1554
2021/03/06 15:00:00+00,3.400000,37.100000,5.700000,35.500000,65.500000,70,3.200000,2.400000,136.700000,59.800000,38,2.300000,22,42,3,,2.300000,4.900000,1.600000,4.200000,2,2.700000,7.200000,,2.800000,5.200000,1.900000,3.100000,1.700000,6.300000,0.600000,1.700000,2.800000,2.300000,16.300000,3.900000,3.700000,2.100000,84.800000,4.200000,1555
2021/03/06 16:00:00+00,2.800000,39.300000,5.400000,36,61.400000,74.200000,1.700000,1.200000,102.700000,67.800000,35.300000,1.900000,44.700000,45.700000,3.100000,,2.700000,3.800000,1.400000,4.800000,1.900000,2.600000,7.100000,,2.600000,4.200000,1.700000,2.500000,1.300000,5.100000,0.400000,1.400000,3.100000,2.600000,23.700000,2.700000,3.100000,2.700000,103.100000,3.500000,1556
2021/03/06 17:00:00+00,2.400000,68.800000,4.100000,29.500000,73.600000,68.200000,2.700000,1.300000,141.900000,62,39.600000,1.400000,36.900000,52.400000,2.600000,,1.600000,3,1,3.800000,0.900000,2.100000,13.100000,,3.100000,4.100000,0.800000,2.200000,0.800000,3.300000,0.400000,0.900000,2.400000,1.900000,47.600000,3,2.700000,1.500000,78.500000,2.600000,1557
2021/03/06 18:00:00+00,1.300000,67.200000,6.100000,32.100000,71.300000,141.600000,1.400000,0.700000,182.400000,75.700000,49.100000,0.900000,42,57.800000,2.100000,,1,2,0.700000,3.200000,1.500000,1.700000,8.900000,,2.700000,4.300000,0.300000,0.900000,0.100000,3.500000,0.200000,0.200000,1.100000,2.100000,39.300000,1.700000,4.300000,0.800000,45.800000,1.600000,1558
2021/03/06 19:00:00+00,1.100000,29.400000,3.600000,23.700000,46.200000,95.500000,0.900000,1.600000,121.800000,68.100000,45.200000,1.700000,46.300000,28.900000,4.700000,,0.900000,1.900000,0.200000,4.900000,4.800000,4,10.500000,,3.600000,3,0.200000,1.500000,0.100000,3.200000,0,0,1.300000,2.400000,21,0.800000,3.800000,0.100000,54.600000,1.300000,1559
2021/03/06 20:00:00+00,1.300000,46,2.300000,27.300000,43.700000,73.100000,1.500000,2.600000,91.900000,74.300000,33.900000,11.300000,29.300000,24.500000,3.800000,,0.500000,2.400000,1,4.200000,2.900000,5,5.400000,,3.700000,4.400000,0.300000,1.700000,0,5,0.100000,0.300000,1.600000,4.700000,9.500000,1.100000,2.600000,1.600000,40.100000,1.900000,1560
2021/03/06 21:00:00+00,2.300000,23.100000,5.600000,16.900000,25.200000,63.200000,0.600000,3.200000,70.500000,66.800000,39.500000,12.500000,23.700000,13.700000,4.700000,,0.800000,2.500000,1,2.900000,1,3.600000,6.500000,,3.300000,7.100000,0.400000,1.700000,0.100000,3.900000,0.100000,0.100000,1,7.600000,6.700000,1,5.400000,1,40.100000,1.500000,1561
2021/03/06 22:00:00+00,2.400000,23.400000,2.700000,18.100000,13.300000,46.900000,0.300000,2.500000,77.800000,36.600000,34.800000,14.200000,10.400000,10.600000,2.300000,,1.100000,2,1.100000,2.100000,0.200000,2.700000,2.400000,,2.300000,4.200000,0.400000,2.100000,0.200000,3.600000,0.200000,0.100000,0.500000,2.100000,3.600000,1.300000,2,2.100000,16.100000,1.600000,1562
2021/03/06 23:00:00+00,1,28.400000,3.900000,13.500000,8.300000,18.200000,0.200000,0.800000,75.700000,20.800000,18.300000,2.500000,7.500000,8.800000,2.200000,,0.900000,1.600000,1.100000,1.600000,0.100000,3.100000,1.800000,,2.600000,2.600000,0.200000,2.100000,0.500000,1.900000,0.200000,0.400000,0,1.400000,3.300000,1.200000,1,1.400000,10.500000,1.500000,1563
2021/03/07 00:00:00+00,1,16.500000,3.100000,11.500000,9.600000,7.900000,0,0.700000,30.800000,21.400000,16.600000,1,10.800000,8.300000,1.900000,,1.200000,1.700000,1.300000,1.600000,0,2.700000,5,,2,2.600000,0.300000,1.700000,0.400000,2.800000,0.100000,0.200000,0,1.200000,2.200000,0.800000,1.300000,2,9.900000,1.700000,1564
2021/03/07 01:00:00+00,1.100000,15,2.400000,6,7.900000,12,2.700000,0,54.300000,21.700000,14.700000,0.900000,6.600000,8.200000,2.100000,,1.100000,1.700000,1.100000,2.400000,0,1.300000,4.800000,,1.300000,2.700000,0.100000,1.800000,0.100000,2.700000,0.300000,0.300000,0,1,1.900000,0.800000,0.900000,0.800000,4.600000,1.500000,1565
2021/03/07 02:00:00+00,1.100000,6.600000,3.500000,5.300000,5.800000,17.700000,0.300000,0.200000,22.800000,15.300000,13.900000,0.800000,6.500000,6.300000,2.100000,,0.800000,1.500000,0.800000,2,0,2.700000,1.900000,,1.400000,4,0.100000,1.400000,0.100000,2.700000,0.200000,0.200000,0,2.200000,1.700000,0.800000,1.300000,0.100000,3.800000,1.500000,1566
2021/03/07 03:00:00+00,1.100000,3.300000,2.600000,3.500000,7.100000,4.600000,0.700000,0.500000,39.300000,18.800000,10.100000,1.100000,5.500000,5,2.500000,,0.800000,1.600000,0.500000,1.500000,,1.800000,3,,1.200000,3,0.100000,2.300000,0.300000,1.900000,0.200000,0.100000,0,1.400000,2.400000,0.700000,1.900000,0,4.800000,1.800000,1567
2021/03/07 04:00:00+00,,7.100000,4.400000,2.700000,14.900000,10.300000,8.900000,0.300000,22,22.800000,12.800000,0.700000,4.200000,6.400000,2.800000,,1,1.500000,1.400000,1.400000,,1.500000,3.700000,,1.100000,2.900000,0.100000,1.600000,0.100000,2.300000,0.100000,0.100000,0.300000,1.200000,2.100000,0.800000,1.900000,0.300000,4.200000,1.500000,1568
2021/03/07 05:00:00+00,,11.300000,2.900000,4.100000,16.300000,7.500000,11.900000,0.600000,37.100000,36.900000,21.500000,0.400000,7.200000,7.400000,3.600000,,1,2.300000,0.400000,2.300000,,1.700000,3.200000,,1.600000,3,0.200000,2,0.500000,4,0.100000,0.100000,0.900000,1,1.100000,0.800000,5.900000,0,5.900000,1.700000,1569
2021/03/07 06:00:00+00,,19.700000,6.400000,7.100000,35.500000,7,23.200000,1.600000,101.700000,47.100000,27.600000,3,4.900000,10,6.400000,,1,3.200000,1.700000,4.700000,,2,4.700000,,1.500000,4.400000,0.600000,2.400000,0.300000,7.900000,0.800000,0.200000,1.400000,2.600000,2.200000,1.600000,14.300000,1,17.200000,2.200000,1570
2021/03/07 07:00:00+00,,33.400000,6.500000,12.300000,30.300000,15,38,3.100000,65.800000,63.400000,44.400000,2.200000,6.300000,14.300000,15,,1,3.600000,2,7.500000,,4.300000,12.500000,,6.300000,5.800000,1.400000,3.600000,1.600000,13.100000,0.200000,0.400000,3.800000,8.100000,5.700000,4,26.100000,3,18,3.500000,1571
2021/03/07 08:00:00+00,,33.300000,12.600000,25.100000,64.200000,38.100000,3.800000,6.900000,95.200000,59.900000,43.400000,7.900000,18.800000,22.400000,12.900000,,3,9.200000,8,11.400000,,8.700000,13.500000,,12.300000,8.100000,5.700000,6.700000,6.600000,13.500000,1,3.200000,6.500000,15.100000,10.400000,9,18.600000,6.700000,19.900000,8.100000,1572
2021/03/07 09:00:00+00,,35.300000,13.700000,27.800000,78.300000,78.100000,4.600000,7.500000,110,90,53,14.400000,18.400000,35.200000,9,,3.900000,11.100000,10.600000,10,,7.900000,21.100000,,13.100000,13.900000,8.500000,11.900000,11.300000,13.700000,1.900000,5.600000,9.900000,6.900000,15,11.700000,12.400000,10.200000,29.600000,12,1573
2021/03/07 10:00:00+00,,44.300000,18.600000,28.800000,59.900000,85.200000,4.300000,8.600000,133.800000,74.700000,51.800000,9.400000,18,38.600000,9.200000,,8.200000,11.400000,8.500000,10.900000,,6.500000,9.900000,,9.400000,21.400000,7.900000,16.800000,13,13.700000,2.300000,4.900000,9,6.200000,13.800000,10.900000,9.100000,13.700000,25.900000,11.200000,1574
2021/03/07 11:00:00+00,,48.200000,14.200000,28.900000,87.800000,78.400000,3.300000,6.500000,136,77.200000,50.700000,5.700000,19.500000,36.700000,5.100000,,7.500000,9.300000,5.500000,8.900000,,5,7.100000,,6.700000,11.900000,6.300000,10.100000,10.600000,11.200000,1.900000,4.100000,8.500000,5.800000,14.200000,8,6.700000,8.300000,32.800000,9.400000,1575
2021/03/07 12:00:00+00,,42.500000,10,22.500000,86.100000,75.500000,3,3.500000,98.700000,65.600000,45,4.300000,17.400000,37.200000,4.300000,,5.900000,7.100000,4,6.100000,,4.200000,7.400000,,4.700000,8.400000,4.900000,6.600000,6.300000,8.400000,1.400000,3.800000,7.300000,3.600000,12,5.100000,5.100000,5.300000,31.400000,7.700000,1576
2021/03/07 13:00:00+00,,31.200000,9.900000,26.800000,60.800000,48.700000,1.900000,2.500000,102.800000,59.500000,43.700000,3.100000,11.700000,30.800000,3.300000,,4.800000,6.700000,2.300000,4.600000,,3.200000,7.400000,,3.300000,5.600000,3.700000,4.400000,3.900000,7,1,2.700000,4.700000,3.400000,8.100000,4.800000,4.200000,4.200000,39.900000,6.500000,1577
2021/03/07 14:00:00+00,,26.600000,6.300000,21.700000,58.900000,67.500000,1.600000,1.700000,128.100000,60.100000,33.200000,2.500000,21.900000,31.100000,2.200000,,3.700000,5.300000,2.200000,3.300000,,2.400000,6.400000,,2.400000,4.100000,3.100000,5.400000,2.900000,5.900000,0.400000,3.100000,4.100000,2.400000,9.100000,3.300000,2.500000,3.600000,29.800000,4.500000,1578
2021/03/07 15:00:00+00,,31.500000,11.100000,29.100000,78.700000,67.100000,1.300000,1.200000,117.900000,55.400000,40.500000,1.400000,13.200000,37.700000,1.900000,,3.100000,6.600000,2.500000,3.500000,,2.200000,6.400000,,1.800000,3.100000,2.300000,4.600000,2.400000,5.100000,0.300000,2.600000,2.800000,2.200000,8.300000,3.600000,2.400000,3,35.700000,4.500000,1579
2021/03/07 16:00:00+00,,31.800000,7.800000,29.500000,74.400000,49.200000,1,1.600000,114,52.900000,41.200000,1.100000,23.200000,40,2.100000,,2.800000,8.600000,2,3.400000,,1.900000,6.900000,,1.900000,3.100000,2.300000,3.700000,1.200000,4,0.200000,1.200000,2.300000,1.500000,7.900000,1.800000,2.900000,2,17.600000,3.600000,1580
2021/03/07 17:00:00+00,,51.100000,14.900000,28.700000,106.900000,47.100000,1.100000,1.200000,77.600000,70.300000,49.200000,0.700000,14.900000,41.800000,1.900000,,2.100000,5,1.400000,3.200000,,2,9.300000,,1.600000,2.500000,2.900000,2.800000,0.900000,4.800000,0,0.700000,1.500000,1.400000,3.900000,1.900000,2.900000,2.600000,14.300000,3.400000,1581
2021/03/07 18:00:00+00,,29.700000,25.500000,31.200000,80.400000,29.200000,1.500000,0.300000,75.700000,78.200000,54.900000,0.600000,7.900000,62.100000,2.100000,,1,4,0.200000,2.100000,,1.800000,7.100000,,1.500000,2.300000,1.500000,2.400000,0.700000,5.200000,0.100000,0.100000,0.600000,1.400000,1.500000,1,3.700000,1.700000,9.200000,2,1582
2021/03/07 19:00:00+00,,11.900000,7.500000,24.500000,61.300000,25,1,0.300000,70.100000,57.900000,45.500000,0.400000,7.600000,23.100000,2.500000,,0.900000,1.900000,1.100000,2.200000,,1.700000,7.400000,,1.200000,2.100000,3.100000,2.400000,0,3.300000,0.200000,0,0,1.600000,0.600000,0.800000,1.100000,0.700000,7.200000,1.500000,1583
2021/03/07 20:00:00+00,,19.400000,1.700000,16.700000,41.500000,29.500000,0.600000,0.200000,71,36,31.300000,0.400000,9.300000,17.200000,2.700000,,0.800000,1.800000,1.200000,1.900000,,1.500000,6.200000,,1.300000,2.100000,2.600000,1.800000,0.100000,2.700000,0.200000,0.100000,0.200000,1.100000,0.900000,0.900000,1.200000,0.400000,7,1.400000,1584
2021/03/07 21:00:00+00,,20.100000,1.400000,11.600000,23,33.100000,0.200000,0.700000,54.500000,23.900000,25.100000,0.300000,8.600000,11,2,,0.800000,1.500000,1.200000,1.300000,,1.800000,3.200000,,1,2.100000,3.100000,1.800000,0,1.900000,0,0.100000,0,1,0.900000,1.900000,0.700000,0.200000,10,1.600000,1585
2021/03/07 22:00:00+00,,9.100000,0.900000,11.600000,15,26.200000,0.100000,0.200000,39.100000,16.600000,27.600000,0.200000,4.900000,8.300000,2,,0.800000,1.500000,0.700000,1.200000,,1.500000,2.300000,,1,1.900000,1.700000,1.200000,0,1.600000,0,0.100000,0,1.100000,0.700000,0.900000,0.600000,0.300000,7.100000,1.600000,1586
2021/03/07 23:00:00+00,,5,1.400000,7,8.200000,18.100000,0,0,49.500000,12,13.500000,0.100000,6.200000,14.600000,2,,0.900000,1.400000,0.500000,1,,2,2.500000,,1,2.100000,0.100000,1.400000,0,1.500000,0.200000,0.100000,0,1.500000,1,0.600000,0.800000,0.100000,6,1.400000,1587
2021/03/08 00:00:00+00,,2.900000,1.200000,8.700000,6.200000,15.100000,0,0.200000,50,9.300000,12.400000,0.100000,21,7.800000,2,,0.900000,1.600000,0.800000,2,,1.600000,4.500000,,0.800000,1.700000,0,1.700000,0.100000,1.300000,0.400000,0.200000,0,1,1.200000,0.500000,0.800000,0.200000,4.700000,1.700000,1588
2021/03/08 01:00:00+00,,6.700000,0.400000,4.900000,6.600000,8,0.300000,0,21.800000,12.300000,8.200000,0.100000,3.800000,4.700000,1.800000,,1.100000,3.300000,1.800000,1.200000,,1.300000,2.300000,,0.800000,1.600000,0.100000,1.500000,0,2.200000,0.300000,0.200000,0,1.200000,0.300000,0.500000,0.700000,0,2.800000,1.700000,1589
2021/03/08 02:00:00+00,,6.500000,1.400000,1.200000,9.400000,3.100000,0,0,21.500000,9.500000,5.400000,0.100000,2.600000,2.400000,1.700000,,0.900000,2,0.900000,1,,1.200000,2.600000,,0.800000,1.500000,0.100000,1.700000,0,1.500000,0,0,0,1.100000,0.400000,0.400000,1.400000,0,2.400000,1.600000,1590
2021/03/08 03:00:00+00,,6.600000,0.600000,2.600000,28.900000,3.600000,0,0,24.400000,7.500000,6.200000,0,6.500000,7.800000,1.800000,,1.300000,1.800000,0.300000,0.800000,,1.300000,2.100000,,1,1.600000,0.100000,2,0.200000,1.700000,0.100000,0.200000,0,1,0.200000,0.500000,0.900000,0,1.500000,1.400000,1591
2021/03/08 04:00:00+00,,7.600000,1.300000,2.300000,50,8.100000,0,0,90.500000,20.300000,12.700000,0,5.500000,11.400000,1.800000,,0.800000,1.900000,0.800000,1.800000,,1.400000,2.200000,,0.900000,2,0.200000,2.400000,0,2.600000,0.100000,0.100000,0,1,0.600000,0.400000,0.900000,0,4.600000,1.500000,1592
2021/03/08 05:00:00+00,,22.800000,3.300000,16.700000,164,18.300000,0.200000,0.300000,160.500000,59.400000,47,0.100000,2.600000,22.800000,13.900000,,0.900000,2.600000,0.800000,3.200000,,1.900000,10.400000,,1.500000,2.500000,0.400000,2.500000,0,4.500000,0.400000,0.100000,0.400000,1.200000,1.200000,0.700000,9.800000,0.900000,17.500000,1.800000,1593
2021/03/08 06:00:00+00,,38.900000,13.400000,33.100000,195.800000,55.800000,1.300000,2.700000,180.700000,140.700000,82.300000,3.400000,6.600000,51.600000,8,,0.800000,5.800000,1.300000,17.300000,,3.400000,23.400000,,3.600000,3.800000,2.700000,3.800000,1.200000,15.600000,0.400000,0.200000,1.700000,1.900000,5.700000,4.600000,7.700000,4,40.400000,2.700000,1594
2021/03/08 07:00:00+00,,86.500000,40.700000,72.900000,139.200000,78.800000,3.600000,10.600000,199.100000,185.400000,106.100000,12.700000,27.700000,110.300000,16.300000,,1.400000,10.800000,3.100000,10.600000,,6.700000,20.800000,,12.500000,6.900000,5.800000,10.500000,3.900000,24.400000,0.400000,0.400000,3.800000,2.800000,20.800000,11.800000,11.500000,11.200000,119.200000,6.600000,1595
2021/03/08 08:00:00+00,,147.100000,53.300000,83.400000,136.900000,133.400000,4.500000,16.300000,175.900000,159.900000,87.600000,22.200000,49.700000,134.200000,19.900000,,3.700000,14.700000,10.400000,11.200000,,11.300000,24.800000,,27.400000,17.600000,11.700000,17.600000,17.500000,30.900000,1.100000,2.300000,7.100000,5.500000,45.300000,23.600000,21.300000,20.100000,60.500000,11.900000,1596
2021/03/08 09:00:00+00,,90.300000,29.900000,90.300000,104,130.400000,4,10,159.600000,109,72.600000,15.900000,47,121.900000,15.400000,,5.600000,15.500000,8.700000,8.800000,,11.200000,12.700000,,14.100000,15.300000,9.400000,20.100000,18.300000,19.900000,2.300000,5.400000,8.300000,5.100000,,23.600000,11.800000,14.300000,53.900000,12.500000,1597
2021/03/08 10:00:00+00,,71.400000,11.300000,63.300000,73.500000,109.600000,3.100000,6.300000,164.100000,97.900000,79.200000,7.800000,36.900000,63.100000,8.800000,,6.300000,11.200000,6.200000,8.300000,,5.400000,7.500000,,6.600000,10.300000,6.900000,9.400000,8.700000,16.700000,2.700000,7.500000,6.400000,3.800000,19.400000,9.300000,7.800000,6.700000,38.500000,9.700000,1598
2021/03/08 11:00:00+00,,65.400000,7,53.500000,98.300000,99.500000,1.900000,4.200000,184.600000,82.800000,67.500000,4.800000,32.400000,55.900000,6,,5.700000,13.100000,4.700000,5.600000,,5.900000,7.300000,,4.800000,7.700000,5.100000,6.500000,4.400000,14.100000,2.500000,6.200000,4.300000,3.800000,15.200000,5.800000,6.200000,4.700000,64.100000,,1599
2021/03/08 12:00:00+00,,60.100000,7.100000,48.300000,70.100000,97.300000,1.300000,3.200000,177.900000,79.900000,54,3.400000,26.300000,44.800000,4.100000,,4.900000,12.100000,4.500000,5.900000,,3.600000,5.700000,,5.500000,6.400000,4.300000,5.800000,4.200000,8.500000,1.800000,4,3.200000,3.400000,14.100000,4.400000,4.500000,6,61.700000,,1600
