,PA01H:NO,RN6:NO,SOULT:NO,OPERA:NO,RN20:NO,BP_EST:NO,ARG:NO,AUB:NO,AUT:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,PA15L:NO,OBJECTID
2022/11/28 07:00:00+00,4.400000,60,71.300000,73.600000,164.200000,108.700000,19,7.400000,196,136.200000,54.600000,9.900000,47.600000,51.500000,22.400000,,0.400000,41.800000,4.900000,3.800000,3.800000,3.700000,32,12.200000,7.500000,13.100000,3.700000,11.200000,12.200000,5.200000,0,0,,14.900000,51.100000,,12.400000,7.900000,27.500000,0.800000,7955
2022/11/28 08:00:00+00,4.400000,88.300000,103.200000,89.600000,224.700000,31.600000,36.300000,11.700000,183.500000,113.200000,78.800000,4.400000,59.300000,62,40.500000,,0.100000,53.600000,9.500000,10,3.300000,6,71.900000,16.400000,15,17.400000,8.200000,14.900000,7.500000,7,0.100000,0.200000,,37.300000,82.100000,,15.300000,8.300000,22.200000,5.300000,7956
2022/11/28 09:00:00+00,6.600000,72.900000,87.500000,90.700000,237.700000,134.400000,29.100000,15.600000,183.300000,126.300000,101.900000,16.600000,130.300000,91.800000,41.200000,,0.900000,60.100000,26.500000,13.400000,10.100000,24.400000,47.100000,21.600000,13.600000,13.100000,8.700000,27.300000,16.700000,9.700000,0.100000,0.600000,,28.100000,92.300000,,30.900000,24.300000,54.300000,4.200000,7957
2022/11/28 10:00:00+00,8.100000,80.200000,73.300000,86.400000,161.300000,144.400000,24.600000,9.300000,188.600000,98.400000,78.900000,19.200000,51.100000,38.800000,34.500000,,1.200000,44.700000,15.200000,8.900000,15.600000,17.500000,33.700000,20.700000,,18.500000,12.700000,27.100000,17.600000,9.300000,0.300000,1.500000,,34.900000,72.200000,,32,20.600000,38.600000,2.300000,7958
2022/11/28 11:00:00+00,8.200000,63.700000,42.900000,86.600000,131.700000,102.700000,14.100000,15.300000,164,100.900000,52.600000,18.300000,55,26.900000,28.600000,,3.400000,51.600000,7.600000,6.300000,7.600000,14.600000,10.700000,6.100000,12.300000,12.500000,11.100000,14.700000,12.800000,10.300000,0.300000,0.600000,,39.400000,52.900000,,24.200000,10,40.300000,2.100000,7959
2022/11/28 12:00:00+00,5.900000,45.500000,19.400000,70.200000,79.200000,39.800000,5.600000,6.500000,117.100000,79.900000,44.400000,10.700000,44.900000,20.300000,14.100000,,2.500000,26.700000,4.100000,3.400000,4.800000,10.700000,11.400000,4.400000,4.200000,5,4.200000,7.100000,4.700000,7.700000,0.300000,0.400000,6.500000,16,50.700000,,10.300000,4.600000,23.200000,1.700000,7960
2022/11/28 13:00:00+00,3.300000,36,14.500000,51.300000,113,43.700000,8,4.700000,92.500000,54.600000,74.700000,3.900000,31,17.900000,5.200000,,1.800000,21.300000,3.500000,2.500000,0.800000,4,5.700000,3.200000,3.200000,4.800000,3.500000,4.500000,3.100000,3.500000,0.100000,0.300000,4.500000,6.300000,37.200000,1.300000,3.800000,3.200000,24.900000,0.400000,7961
2022/11/28 14:00:00+00,3.600000,59.200000,16.200000,49.800000,107.600000,75.300000,5.900000,4.700000,110,47.100000,51.700000,3.900000,27.400000,17.200000,6.400000,,1,24.900000,3.200000,3.900000,1.300000,3.100000,5.200000,3.200000,2.600000,4.600000,2.300000,5.600000,2.700000,3.800000,0.100000,0.500000,4.500000,5.100000,50.200000,1.200000,2.800000,1.700000,34.100000,0.200000,7962
2022/11/28 15:00:00+00,2.200000,68.600000,17.900000,60.700000,119.100000,82.100000,7.400000,3.700000,89.700000,48.900000,72.300000,1.700000,32.300000,14.200000,6.300000,,0.600000,22.500000,3.500000,3.500000,0.300000,2,8.200000,3,1.900000,3,1.500000,3.500000,1.800000,2.500000,0,0.300000,2.600000,2.600000,44.600000,1.200000,3,1.200000,38.800000,0,7963
2022/11/28 16:00:00+00,2.600000,142.400000,52.300000,62.600000,167.200000,113.900000,8.900000,2.800000,129.700000,42.700000,71.400000,1.600000,23.200000,21.300000,6.200000,,0.400000,28.400000,3.700000,2.600000,0.200000,2,18.200000,8.500000,3.100000,3.500000,1,5.600000,2.400000,2,0,0.500000,2.100000,2.500000,51.700000,1.500000,9.300000,1.200000,32.800000,0,7964
2022/11/28 17:00:00+00,2.800000,160.700000,69.500000,76.500000,285.500000,104,23.100000,4.800000,186.500000,71.100000,80.300000,4,44,31.600000,13.100000,,0.200000,32.800000,5.800000,1.500000,0,6.800000,80.900000,9.800000,8.500000,4.700000,1.200000,8.600000,5.300000,2.200000,0,0.300000,3,3.100000,65.300000,6.600000,46.600000,8.300000,35.600000,1.600000,7965
2022/11/28 18:00:00+00,3.200000,118,92.900000,89.300000,208.600000,107,40.700000,9.700000,174,70.600000,83.500000,21.400000,35.900000,38.700000,13.100000,,0.100000,58.700000,17,4.400000,23.200000,20.500000,69.700000,17.900000,6.800000,10.300000,3.400000,19.600000,28.300000,3.400000,0.100000,1.800000,2.300000,10,75.300000,4.100000,53.300000,17.300000,34.100000,3.300000,7966
2022/11/28 19:00:00+00,2.100000,54.700000,67.400000,51.900000,128.900000,117.500000,39,5.100000,100.800000,37.800000,47.700000,44.100000,31.800000,34.300000,18.900000,,0.300000,30.700000,6.100000,5.200000,94,21.200000,61.100000,10.900000,7.300000,8.100000,2.600000,10.700000,19.700000,4.100000,0,0.100000,2,15.600000,48.200000,1.100000,41.200000,10.900000,34.200000,0.400000,7967
2022/11/28 20:00:00+00,1.200000,35.500000,62.700000,38.900000,84.900000,118.200000,24.400000,6,93.300000,47.100000,43.400000,26.100000,28,25.100000,21.600000,,0,30.900000,5,2,125.800000,21.400000,23.300000,4.700000,27,6.600000,1.400000,7.500000,2.800000,3,0,0.200000,3.900000,39.200000,30.800000,1.200000,44.500000,2,17.400000,0,7968
2022/11/28 21:00:00+00,1.200000,47.400000,20.800000,32.100000,92.500000,105.300000,9.700000,1.500000,71.300000,54.900000,43.200000,1.700000,19.400000,13.400000,21.700000,,0.100000,78.100000,2.500000,4.800000,87.500000,18.800000,27.500000,2.900000,17.100000,3.700000,1.600000,7,1.100000,2.200000,0,0.100000,3.100000,43.700000,25.300000,0.600000,32.900000,1.500000,13.400000,0,7969
2022/11/28 22:00:00+00,1,26.800000,14.600000,33.100000,102.300000,95.300000,5,1.600000,57.800000,45.400000,41.900000,0.900000,32.900000,9,8,,0.200000,19.600000,1.600000,2.800000,81.600000,8.600000,20,2.500000,4.200000,2.700000,0.600000,10.900000,1,1.800000,0,0.100000,1.700000,40.700000,21.600000,0.400000,27.700000,2.100000,12.100000,0,7970
2022/11/28 23:00:00+00,1,27.600000,17.900000,19.800000,69.500000,92.100000,6.600000,0.800000,54,31.900000,37.100000,2.200000,21.800000,11.600000,4.300000,,0.300000,13.300000,1.300000,0.600000,29.600000,1.900000,12,1.100000,2,2.800000,0.900000,14,1.100000,1.700000,0,0.100000,0.600000,32.300000,16.400000,0.800000,14.400000,1.800000,13,0,7971
2022/11/29 00:00:00+00,0.700000,17.900000,12.400000,16.200000,49.100000,54.100000,2.100000,0.500000,46,21.800000,21.100000,0.700000,25,7.800000,3.300000,,0.300000,5.700000,1.100000,0.400000,10.500000,1,10.200000,1,2.300000,2.100000,0.500000,7.500000,1.200000,2,0,0.100000,0.600000,30.100000,12.400000,0.700000,9.700000,1,3.600000,0,7972
2022/11/29 01:00:00+00,0.800000,19.400000,4.200000,7.700000,29.100000,17.400000,5.100000,0.300000,37.800000,22.300000,15.500000,1,8.500000,4.700000,4.100000,,0.500000,5.900000,1.100000,0.500000,0.700000,1.100000,4.500000,0.800000,2,1.900000,0.400000,2.400000,0.700000,1.500000,0,0.100000,0.600000,19.100000,11.600000,0.400000,7.500000,0.400000,6,0,7973
2022/11/29 02:00:00+00,0.900000,13.400000,2.500000,8.100000,50.200000,12.900000,2.600000,0.400000,47.500000,13.200000,10.800000,3.200000,5.600000,4.400000,5.400000,,0.500000,6.200000,0.900000,2.100000,6.800000,1.900000,1.800000,1.100000,2.200000,2.300000,0.100000,1.900000,0.700000,1.900000,0,0.100000,0.700000,27.900000,5.700000,0.300000,15,0,6.100000,0,7974
2022/11/29 03:00:00+00,0.700000,9.600000,4.200000,3.700000,39.800000,51.700000,1,0.500000,49.800000,10.900000,11.700000,17.200000,3.900000,3,1.600000,,0.200000,5.700000,0.900000,9.700000,15.100000,2.800000,1.600000,0.800000,8.800000,2.500000,0.200000,2.200000,0.500000,1.700000,0,0.100000,0.900000,26.500000,3.100000,0.300000,13.300000,0,7.200000,0,7975
2022/11/29 04:00:00+00,0.700000,9.400000,11.900000,4.100000,85.500000,84.800000,22,0.700000,60.300000,20,28.700000,7.400000,3.700000,4.600000,11.700000,,0.600000,1.800000,1.100000,9.900000,19.900000,4.800000,1.600000,1.100000,10.500000,3.100000,0.500000,4.600000,0.700000,2.200000,0,0.200000,0.900000,31.400000,0.300000,0.200000,19.800000,0.100000,6.600000,0,7976
2022/11/29 05:00:00+00,1,22.200000,2.400000,8.100000,222.800000,45.300000,21.500000,5.500000,88.900000,50,59.400000,4.400000,4.700000,20.600000,16.300000,,0.200000,8.400000,6.100000,10.300000,15.400000,8.800000,4.100000,1.200000,4.400000,2.500000,0.600000,2.200000,0.500000,3.100000,0,2.200000,2.400000,51.500000,0.800000,0.400000,10.400000,1,22.900000,0,7977
2022/11/29 06:00:00+00,1.300000,43.900000,23.800000,25.600000,289.400000,149.300000,38.700000,19.700000,213.500000,86.900000,67.200000,14.700000,10.900000,59.200000,58.300000,,0.200000,10.800000,11.100000,11.400000,26.400000,17.800000,18.600000,5.800000,25,3.900000,4.100000,3.200000,0.500000,5.400000,0,0.900000,21.800000,72.200000,17,1.500000,29.900000,1.800000,94.400000,0.700000,7978
2022/11/29 07:00:00+00,9.200000,73.600000,109.600000,81.400000,369.500000,263.400000,18.600000,66.300000,310,132.600000,105.900000,66.500000,82.400000,126.500000,92.300000,,0.200000,32.800000,20,55.300000,41.100000,50.300000,16.100000,9.200000,63.800000,5.800000,12.500000,52.400000,14.100000,33.900000,0.400000,3,67.500000,90.200000,38,5.200000,58.100000,28.300000,135.200000,3.300000,7979
2022/11/29 08:00:00+00,50.500000,95.900000,241.200000,126.500000,455.800000,254.200000,35.700000,79.700000,281.300000,162.200000,107.700000,92.700000,118.100000,153.500000,129.300000,,4.700000,60,68.100000,93.500000,21,44,23.400000,33,123.500000,25.200000,36.200000,116,72.200000,89,3.100000,3.900000,63.100000,23.400000,61.500000,5.800000,113.800000,85.400000,126.600000,18.300000,7980
2022/11/29 09:00:00+00,51.400000,125.600000,118.100000,124,272.100000,275.100000,81.800000,53,150.200000,146.500000,112.100000,127.200000,83.400000,182.700000,39.800000,,36.700000,51.200000,60.200000,55.400000,37.100000,12.800000,11.600000,41.700000,98.900000,40.300000,59.300000,71,66.900000,78.700000,0.400000,1.100000,36.300000,8.500000,70.400000,3,77,84.500000,105.800000,19.700000,7981
2022/11/29 10:00:00+00,38.800000,110.400000,123,106.800000,182.600000,260.100000,76.700000,44.600000,169.200000,111.800000,105.700000,64.300000,97.700000,115.200000,22.900000,,17,41.500000,23.400000,34.600000,9.500000,8.600000,8.100000,9.900000,55.500000,72.300000,41.800000,78.600000,43.800000,62.500000,0.400000,3.700000,24.700000,11.700000,71.600000,2.600000,23.900000,63.700000,83.400000,39.900000,7982
2022/11/29 11:00:00+00,40.200000,104.100000,127.800000,90.600000,169.700000,281,11.400000,30.500000,138.300000,115.200000,108.800000,48.700000,77.100000,117.200000,29.100000,,5.400000,38.400000,27.900000,41.700000,21.100000,8.700000,8.600000,,47.200000,39,40.600000,42.500000,31.300000,43.500000,0.400000,0.600000,19.800000,22.700000,44.800000,9.500000,29.700000,69.700000,49.400000,,7983
2022/11/29 12:00:00+00,38.500000,80.200000,89.600000,101.800000,150.500000,176.600000,16.900000,26.800000,100.700000,101.400000,87.700000,27.400000,82.100000,95.300000,32.800000,,19.600000,41.300000,9.200000,35.900000,10.700000,11.300000,13.600000,4.900000,35.800000,32.400000,35,61.300000,35.500000,50.200000,0.400000,0.400000,17.100000,35.200000,70.700000,13.100000,46.300000,74.900000,54.600000,33.800000,7984
2022/11/29 13:00:00+00,31.200000,67.700000,61.900000,87.100000,99.700000,175.400000,10.800000,17.300000,120.100000,91.600000,84.200000,19.600000,75.100000,96,36.800000,,22.800000,41.500000,,22.700000,4.300000,10.900000,7.900000,4.800000,21.400000,46.300000,39,26.800000,27.500000,40.800000,0.600000,0.600000,16.200000,17.100000,56.200000,16.600000,26.900000,67.100000,49.200000,33.200000,7985
2022/11/29 14:00:00+00,5.900000,76.300000,25.100000,50.700000,88.100000,136.300000,7.200000,19.800000,,61.400000,75.300000,15.700000,45.400000,57.700000,24.200000,,2.900000,18.600000,8,12.300000,3.200000,26.400000,9.200000,3.400000,19.600000,13.100000,5.500000,12.600000,6.300000,16.100000,0.500000,0.400000,13.300000,8.500000,19.800000,20.700000,13,17.600000,69.800000,8.700000,7986
2022/11/29 15:00:00+00,2.500000,86.800000,18.900000,48.700000,82.300000,216.500000,2.600000,14.400000,,80.400000,56.600000,16.600000,52.900000,53.500000,26.300000,,3.700000,7.700000,6,5.300000,1.200000,29.800000,9.100000,1.600000,18.400000,5.300000,3.800000,5.400000,2.500000,4.900000,0.500000,0.800000,9.600000,10.700000,30,15.200000,19.400000,2.300000,82.700000,2.400000,7987
2022/11/29 16:00:00+00,1.500000,95.900000,28.400000,47.400000,117.900000,205,12.400000,16.900000,161.300000,107.900000,48.600000,19.900000,43.700000,63.100000,29.200000,,1.700000,13,2.700000,14,1,4.800000,21.700000,1.100000,16.700000,8.300000,2.600000,10.500000,3.400000,25,0.500000,0.600000,13.300000,5.200000,61.700000,5.600000,14.100000,0.900000,78.700000,3.900000,7988
2022/11/29 17:00:00+00,22.300000,91.700000,28.300000,92.300000,133,212.500000,11.500000,16.300000,121.400000,123.600000,133.400000,19.500000,42.100000,101.200000,20.200000,,6,30,2.500000,20.500000,1.900000,2.400000,18.300000,0.800000,10.800000,37.100000,17.300000,19,18.400000,35.800000,0.300000,1.200000,15.200000,1.600000,74.600000,5.500000,9.900000,20.400000,135.200000,1.200000,7989
2022/11/29 18:00:00+00,22.400000,83.400000,21.500000,82.100000,137.800000,180.900000,12,19.600000,129.700000,124.700000,133.700000,12.300000,66.200000,98.800000,14.700000,,36.400000,41.700000,1.900000,17.700000,1.900000,2.500000,24.400000,1.200000,12.600000,35.500000,58.500000,13.800000,19.900000,48.900000,0.400000,0.600000,24.200000,3,60.300000,8.500000,8.500000,40.200000,118.900000,29.900000,7990
2022/11/29 19:00:00+00,16,90.500000,25.400000,92.700000,106.100000,176.800000,9.900000,15,121.600000,90.500000,77.100000,12,47.100000,86.200000,4.600000,,31,34.500000,1.800000,9.900000,2.400000,3.200000,16.400000,2.400000,8.900000,34.500000,50.100000,10.900000,13.500000,38.300000,0.100000,0.500000,9.800000,5.500000,53.200000,21.300000,7.800000,17.600000,73,46.500000,7991
2022/11/29 20:00:00+00,15.500000,45.100000,14.900000,71,110.700000,142.800000,3.700000,18.500000,108.800000,65,79.600000,15.300000,46.600000,59,3.700000,,20,24.100000,1.800000,8.100000,2.600000,1.800000,63,1.300000,8.500000,36.100000,30.600000,10.700000,14.300000,31.500000,0.100000,0.400000,6.900000,3.700000,49.300000,23.200000,9.400000,4,62.600000,26.700000,7992
2022/11/29 21:00:00+00,15.300000,11.200000,7,56.700000,73.800000,89.700000,3.800000,18,124.900000,45.700000,41.400000,7.300000,54.100000,59.200000,3.400000,,12.700000,20,1.600000,5.600000,2.500000,0.700000,39.900000,1,6.600000,30.200000,20.300000,5.600000,6.200000,25,0.300000,1.800000,5.600000,2.800000,50.300000,26.100000,4.400000,5.700000,69.100000,18,7993
2022/11/29 22:00:00+00,7.300000,12.600000,4.800000,39.700000,62.700000,93.700000,2.200000,4.500000,102.900000,29.100000,38.900000,4.900000,36.100000,41.700000,2.500000,,8.800000,11.700000,1.100000,5.300000,0.700000,0.600000,13.500000,0.700000,6.800000,26.300000,16.700000,3.100000,2.500000,11.900000,0.300000,1.400000,4.400000,1.300000,36.500000,30.400000,3.500000,4.500000,47.200000,18.100000,7994
2022/11/29 23:00:00+00,2.700000,15.200000,3.100000,28.100000,38.600000,92,1.500000,1.200000,70.800000,24,35.500000,3,38.900000,41.800000,0.600000,,2,2.600000,0.900000,4.900000,0,0.400000,4.300000,0.700000,2.700000,16.900000,4.200000,1.800000,1.800000,5.300000,0.200000,1.300000,4.500000,1.200000,18.200000,21.700000,1.500000,1.100000,39.400000,6.100000,7995
2022/11/30 00:00:00+00,2,8.300000,1.800000,18,32.200000,69.600000,1,1.800000,36.800000,15.200000,27.800000,2.900000,21.600000,26.900000,1.500000,,1.300000,2.700000,0.800000,3.100000,0,0.400000,2.300000,0.700000,2.600000,6.800000,2.800000,1.500000,1.100000,6.800000,0.100000,3.500000,4.300000,0.700000,16.900000,8.700000,1.100000,1.700000,23.600000,2.600000,7996
2022/11/30 01:00:00+00,1.800000,7.300000,0.700000,12.800000,19.300000,48.800000,1,1.300000,38.200000,9.400000,13.200000,2.100000,8.700000,12.800000,0.500000,,0.900000,1.600000,0.900000,1.300000,0,0.300000,2.100000,0.700000,2.500000,5.100000,2.400000,1.400000,1.400000,4.400000,0.100000,6.100000,2.200000,0.500000,11.300000,4.700000,1,0,17.300000,3.400000,7997
2022/11/30 02:00:00+00,1.300000,4.600000,1.200000,5.500000,16.800000,40.500000,0.500000,0.900000,22.700000,7.500000,8.900000,2,14,8.300000,1.100000,,0.800000,0.700000,0.700000,1.400000,0,0.500000,1.600000,0.800000,2.700000,3.600000,0.900000,1.400000,0.600000,2.800000,0.100000,5.300000,4,0.700000,4.600000,4.200000,1.200000,0,11.300000,0.100000,7998
2022/11/30 03:00:00+00,1,4.300000,0.800000,6.400000,21.600000,45.800000,0.400000,0.600000,18.800000,35.100000,5.400000,1.300000,3.900000,4.100000,1,,0.400000,0.400000,0.900000,1.300000,0,0.900000,1.500000,0.700000,2.700000,2.700000,0.600000,1.200000,0.500000,1.900000,0.100000,2,5.300000,0.300000,6.600000,2.100000,0.800000,0,14.800000,0,7999
2022/11/30 04:00:00+00,0.700000,6.200000,0.500000,4.400000,29.900000,56.300000,1.500000,0.600000,39.100000,6.700000,16.100000,0.600000,5.100000,7.300000,1.400000,,0.600000,0.100000,0.900000,0.800000,0,1.300000,2.600000,0.800000,1.800000,2.500000,0.400000,1.800000,0.600000,1.100000,0.100000,0.900000,3.300000,0.500000,2.800000,1.700000,1,0,13.400000,0,8000
2022/11/30 05:00:00+00,0.600000,21.400000,0.800000,7.500000,56,71.600000,0.100000,0.500000,76.600000,43.200000,32.500000,1.200000,4,21,0.500000,,0.700000,0.100000,0.900000,2.600000,0.800000,1.200000,4,0.600000,2.600000,1.900000,0.300000,1.600000,0.600000,2.600000,0,0.600000,2.300000,0.400000,5.800000,1.200000,0.800000,0,38.100000,0,8001
2022/11/30 06:00:00+00,0.700000,48.400000,2.600000,22.500000,94.200000,143.500000,0.600000,0.900000,109.900000,71.500000,45.700000,1.600000,13.500000,39.900000,0.600000,,0.200000,3,1.200000,2.100000,0.600000,0.400000,6.800000,1.500000,2.200000,3.500000,1,2.300000,0.900000,4.100000,0.100000,0.400000,1.100000,1.900000,18.200000,2.200000,0.800000,0.600000,55.900000,0,8002
2022/11/30 07:00:00+00,0.600000,82.200000,33.100000,42.700000,112.400000,86.500000,10.200000,21.300000,158.200000,91.900000,61,6.100000,37.700000,74.800000,1.900000,,0.300000,26,1.500000,11.900000,1.200000,1.800000,11,2.400000,3.800000,3.900000,1.500000,1.700000,0.400000,9.900000,0.100000,0.400000,3.600000,15,34.600000,3,3.100000,0.500000,84.100000,0,8003
2022/11/30 08:00:00+00,6,55.100000,46.400000,53.100000,129.700000,117.700000,3.600000,16.400000,174,83.800000,75.900000,9.700000,46.900000,115.600000,4.500000,,1,10.500000,1.600000,22.100000,8.400000,7.500000,10.800000,2,3.500000,11.500000,1.700000,3.500000,0.800000,26.200000,0.200000,0.300000,4.600000,27.700000,47.600000,3.100000,20,1.900000,35.500000,0.200000,8004
2022/11/30 09:00:00+00,4.800000,75.600000,32,60.500000,101.800000,145,6.800000,17.800000,129,118.200000,63.400000,13.200000,54.800000,105.600000,22.400000,,3.300000,13.200000,2.700000,24.600000,4.300000,11.400000,14.500000,1.300000,7.400000,14.700000,3.600000,5.200000,1.800000,27.700000,0.100000,0.700000,11.600000,12.800000,46,4.200000,26.100000,5.500000,55.100000,4.300000,8005
2022/11/30 10:00:00+00,4.800000,59.200000,17.600000,68.600000,94.500000,186.300000,7.700000,11.200000,109.300000,82.100000,75.900000,14.600000,48.500000,106.100000,8.700000,,5.900000,8.100000,4.200000,10.500000,1.200000,6,13.300000,2.400000,7.200000,10.100000,8.600000,7.800000,4,18.800000,0.200000,1.300000,7,2.600000,45.700000,14.200000,16,5.600000,49.700000,4.500000,8006
2022/11/30 11:00:00+00,8.500000,,21.400000,69.300000,82.900000,154.400000,1.900000,4.800000,,70.500000,62.900000,6.800000,43,80.800000,4.500000,,6.700000,11.400000,4.400000,4.900000,0.800000,3,9.800000,1.700000,9.200000,8.400000,18.700000,9.800000,7.600000,12.900000,0.300000,,4.100000,2.400000,16.900000,13.100000,6.100000,8.600000,36.700000,7.900000,8007
2022/11/30 12:00:00+00,5.300000,,17,50.700000,118.200000,89,1.900000,2.900000,,69.400000,59.500000,6.700000,85,79,2.800000,,5.700000,8.800000,5,5.700000,3.100000,3.100000,8,3.800000,7.900000,6.300000,15.600000,9.700000,7,9.100000,0.600000,5.600000,4,2.100000,16.900000,9.400000,6.100000,8.600000,30.900000,6.800000,8008
2022/11/30 13:00:00+00,4,48.600000,17.300000,51.100000,90.700000,126.600000,2.500000,2.300000,75.200000,73.500000,52.400000,4.800000,22.800000,60.100000,3.900000,,3.700000,5.300000,3.900000,4.500000,1.200000,2.900000,9.100000,1.900000,3.100000,5.900000,11.700000,7.100000,4.900000,9.400000,0.600000,7.600000,3.700000,1.700000,8.600000,4.400000,5.700000,9.300000,45.600000,4.600000,8009
2022/11/30 14:00:00+00,3.300000,63,12.800000,55.800000,95.300000,145.200000,1.600000,2.500000,88,76.200000,53.800000,3.900000,32,58.200000,3.100000,,3,5.300000,2.300000,4.900000,1,2,9.100000,1.600000,3.300000,6,6.400000,,3.700000,8.500000,0.300000,5.700000,3,1.800000,8.900000,3.900000,5.800000,3.200000,46.400000,2.600000,8010
2022/11/30 15:00:00+00,2.600000,78.800000,12.800000,52,104.100000,144.600000,1.800000,1.800000,85.300000,76.900000,51.100000,4.200000,46.300000,48.500000,2.800000,,1.700000,4.800000,2.300000,4.100000,0.300000,2.300000,12.400000,1.500000,2.700000,4.500000,11.600000,4.500000,1.800000,9,0.300000,1.100000,2.700000,2,10.200000,2.600000,6,3.700000,29.900000,1.500000,8011
2022/11/30 16:00:00+00,2.700000,79.500000,24.600000,42.400000,105.600000,122.900000,1.400000,2.100000,83.300000,80.100000,59.500000,4.300000,33.400000,82.300000,2.300000,,1.300000,7.800000,1.800000,6.500000,0.400000,2.400000,23.700000,3,4.600000,4.900000,9.100000,5,1.700000,8,0.200000,0.500000,2.800000,3.100000,9.400000,3,4.200000,4.700000,23.500000,0.700000,8012
2022/11/30 17:00:00+00,2.100000,83.900000,26.400000,55.700000,63.800000,105.600000,1.900000,1.800000,97.100000,76.600000,66.500000,4.100000,23.200000,86,2.400000,,0.900000,5.800000,2.200000,4.400000,0.900000,2.800000,22.600000,2.300000,3.500000,4.300000,9.600000,5.800000,1.700000,8.800000,0.100000,,3.300000,2.200000,6,2.800000,6.600000,8.500000,16.500000,1,8013
2022/11/30 18:00:00+00,2.500000,77.800000,14.100000,53,70.500000,85.600000,1.800000,2.300000,66.900000,57.200000,41.200000,4.700000,37,72.200000,2.500000,,0.500000,2.700000,3.200000,4.400000,2.300000,3.800000,18.600000,4.300000,5.200000,4.100000,3.700000,5,1.800000,7.800000,0.100000,0.400000,4.200000,1.700000,9.300000,3.600000,6.200000,6.800000,30.400000,0.300000,8014
2022/11/30 19:00:00+00,2.400000,77.700000,10.200000,49.500000,52.400000,112.900000,2.300000,2,59.300000,64,39,4.300000,40.400000,73.300000,3.200000,,0.500000,2.900000,2.100000,5.400000,1.400000,2.900000,13.200000,3.400000,2.600000,4.600000,4.800000,4.400000,2.100000,10,0.100000,0.400000,3.900000,2.700000,13.600000,2.800000,7.200000,5.100000,26.800000,0.200000,8015
2022/11/30 20:00:00+00,3.200000,55.500000,7.400000,52.800000,40,129.200000,1.600000,3.600000,72.900000,57.900000,41.500000,7.100000,20.200000,58.400000,7.200000,,0.400000,3.200000,1.800000,4.700000,1.800000,2.600000,5.400000,1.900000,4.400000,4.500000,6.100000,4.300000,3,9.300000,0.100000,0.400000,4,2.800000,11.300000,1.600000,7.900000,4.400000,41.100000,1.200000,8016
2022/11/30 21:00:00+00,2.900000,44.800000,7.600000,32.400000,32.400000,84.700000,1.600000,2.700000,51.500000,28.300000,29.700000,8,39.800000,35,5.600000,,1.200000,2.300000,2,3.600000,0.300000,2.700000,6.300000,3.300000,6.300000,4.500000,3.300000,5.300000,2.600000,6.700000,0.100000,0.300000,3.200000,2.800000,11.700000,1.500000,4.900000,2.900000,17.200000,1.300000,8017
2022/11/30 22:00:00+00,3.500000,34.700000,12.200000,33,34.800000,42.900000,1.400000,2.500000,6,22.100000,33.100000,7.500000,26.900000,38.300000,7.400000,,0.700000,3.300000,1.700000,4.200000,0.100000,3.200000,3.900000,2.200000,6.300000,5,8.300000,7.800000,3.200000,8.600000,0.100000,0.700000,3.200000,4.200000,7.100000,1.600000,6.400000,6.700000,17.300000,2.600000,8018
2022/11/30 23:00:00+00,4.700000,33.800000,12.600000,25.100000,29.800000,31.100000,1.200000,2.600000,,16.700000,38.800000,5.900000,17.400000,42.500000,6.500000,,0.500000,5.200000,1.900000,3.900000,0.100000,2.900000,2.400000,2.200000,2.700000,5.400000,10.400000,6.900000,2.500000,9.300000,0.200000,0.500000,2.300000,3.100000,11.300000,2.700000,5.900000,4.300000,9,3,8019
2022/12/01 00:00:00+00,5.600000,26.100000,10,25.900000,26.600000,27.900000,1.500000,2.800000,,25,24.600000,3.900000,13.900000,30.800000,4.400000,,1.100000,4.900000,1.500000,4.500000,0.200000,2.700000,1.800000,2.600000,4,4.800000,4.500000,5.800000,1.800000,8.700000,0.100000,0.700000,3.200000,6.500000,7.800000,1.500000,6.300000,3.900000,9.300000,1.700000,8020
2022/12/01 01:00:00+00,3.800000,13.600000,6,14.700000,14,26.500000,1,2.600000,,10.200000,11.900000,4.500000,9.100000,14.800000,5.900000,,1.300000,4.200000,1.700000,2.900000,0,1.700000,1.400000,1.900000,3.100000,4.200000,2.800000,4.700000,1.600000,6.700000,0,0.700000,2.900000,1.800000,3.800000,1.800000,3.800000,1.300000,10.300000,0.800000,8021
2022/12/01 02:00:00+00,3.100000,7.300000,4.800000,7.400000,19.300000,19.700000,0.500000,2.200000,,9.500000,12.500000,3.400000,6.900000,10.800000,2.600000,,0.800000,4.600000,1.600000,2.700000,0,1.500000,1.400000,1.300000,1.400000,4.500000,2.300000,5,1.900000,6,0,0.600000,1.600000,3,3.200000,1.300000,2.200000,0.800000,6.400000,0.600000,8022
