,PA01H:NO,RN6:NO,SOULT:NO,OPERA:NO,RN20:NO,BP_EST:NO,ARG:NO,AUB:NO,AUT:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,PA15L:NO,OBJECTID
2023/04/01 13:00:00+00,2,30.200000,7.600000,21.400000,40.700000,4.600000,1.100000,0.500000,36.400000,28.500000,15.200000,0.700000,8.700000,8.100000,1.300000,,0.300000,10.400000,4.300000,0.900000,0,0.700000,2.500000,3,1.900000,2,2.500000,3.100000,1,2.500000,0.200000,0,3.700000,1.100000,11.900000,0.600000,1.900000,1.700000,5.500000,3.100000,2177
2023/04/01 14:00:00+00,2,27.500000,7.800000,27.500000,64.100000,5.800000,0.900000,0.700000,51.100000,30,13.300000,1,12.800000,7.500000,1.500000,,0.200000,10.900000,3.800000,1.400000,0,0.700000,2.700000,1.600000,2.100000,1.800000,2.300000,3.600000,0.900000,2.400000,0.300000,0.100000,4.900000,1.600000,16.700000,1,1.900000,1.900000,8.500000,0.800000,2178
2023/04/01 15:00:00+00,1.700000,23.200000,7,24.200000,43.100000,4.500000,1.100000,0.500000,54.400000,23.600000,15.200000,0.800000,7.800000,10.900000,0.900000,,0.600000,15.100000,3,0.800000,0,0.800000,2.800000,1.300000,1.900000,1.600000,2,2.900000,0.800000,2.700000,0.200000,0.100000,4.900000,1.200000,13.500000,0.700000,1.600000,1.900000,10,3.900000,2179
2023/04/01 16:00:00+00,1.100000,30.600000,7.700000,22.200000,48.900000,6.700000,0.400000,0.100000,39.200000,22.100000,24.200000,0.800000,7.700000,13.300000,0.900000,0.300000,0.500000,9,4.100000,0.800000,0,0.800000,3.200000,2.400000,1.800000,1.400000,3.100000,3.400000,1,3.500000,0.200000,0.200000,3.500000,1.600000,3.700000,0.500000,1.100000,1.800000,10.600000,2.600000,2180
2023/04/01 17:00:00+00,1.300000,22.500000,8.300000,26.600000,62.400000,4.800000,1.800000,0.200000,64.700000,29.700000,23.300000,0.600000,12.200000,14.400000,0.800000,0,0.400000,13.900000,2.200000,0.900000,0,0.900000,3.600000,2,1.900000,1.400000,2.900000,3.900000,0.900000,3.900000,0.200000,0.300000,4.600000,1.700000,12,0.700000,1.100000,1.500000,10.600000,4.200000,2181
2023/04/01 18:00:00+00,0.800000,21,7.800000,26.600000,67.800000,3.800000,1.200000,0.100000,50.900000,25.600000,19.100000,0.500000,9.100000,15.700000,0.500000,0,0.100000,16.200000,2,0.500000,0,0.400000,3.100000,1.200000,1.800000,1.300000,2.600000,5.300000,0.400000,2.500000,0.200000,1.800000,2.700000,0.900000,6.200000,0.700000,0.700000,1.800000,11.200000,2.900000,2182
2023/04/01 19:00:00+00,0.700000,19.300000,9.700000,24.100000,48,7.600000,1,0,44.300000,19.300000,18.200000,0.400000,7,21.200000,0.500000,0,0.100000,11.400000,1.300000,0.500000,0,0.400000,2.500000,1.100000,1.700000,1.300000,2,3.500000,0.600000,2.400000,0.200000,1.700000,1.400000,1,6.500000,0.500000,0.600000,2.200000,11.600000,2.500000,2183
2023/04/01 20:00:00+00,0.600000,16.400000,3.700000,24.800000,27.500000,3.700000,0.100000,0,24.700000,20.900000,21.500000,0.200000,4.200000,10.600000,0.200000,0,0.300000,9.800000,1.200000,0.600000,0,0.300000,2,1,1.300000,1.200000,2.100000,3,0.300000,1.800000,0.200000,1.100000,1,0.400000,2.100000,0.300000,0.400000,1,4.500000,1.500000,2184
2023/04/01 21:00:00+00,0.700000,11.900000,2.900000,17.900000,28.900000,4.200000,0,0,27.300000,21.600000,22.500000,0.400000,3.900000,11.500000,0.300000,0,0.300000,11.700000,1.200000,0.400000,0,0.300000,2,1,1.100000,1,3.700000,2.300000,0.200000,1.700000,0.200000,0.700000,0.300000,0.500000,2.700000,0.200000,0.500000,0.700000,10.400000,0.400000,2185
2023/04/01 22:00:00+00,0.900000,10.400000,4.200000,17.300000,42.200000,5.700000,0.300000,0,39.900000,25.800000,29,0.400000,3.500000,8.600000,0.300000,0,0.700000,11.600000,1.200000,0.300000,0,0.100000,2.400000,1.100000,1.200000,1.200000,1.800000,1.900000,0.400000,1.500000,0.200000,1.300000,0.500000,0.700000,3.200000,0.400000,0.500000,0.300000,6.900000,0.600000,2186
2023/04/01 23:00:00+00,0.600000,10.300000,2.800000,17.100000,26.100000,5.500000,0.200000,0,31.600000,17.300000,18.200000,0.400000,7,12.300000,0.200000,0,0.100000,11.700000,1.200000,0.300000,0,0.100000,2.200000,0.900000,1.100000,1.100000,1.100000,1.900000,0.400000,1.100000,0.100000,1.300000,0.400000,0.600000,3.500000,0.100000,0.500000,0.400000,5.700000,0.600000,2187
2023/04/02 00:00:00+00,0.700000,7.700000,4.500000,11.900000,26.500000,4.200000,0.200000,0,24.300000,13.800000,17.600000,0.100000,4.400000,8.400000,0.200000,0,0.500000,15.100000,0.900000,0.200000,0,0.100000,2.300000,0.800000,1.100000,1.100000,1.400000,1.600000,0.500000,1,0.100000,1,0.300000,0.300000,2.700000,0.200000,0.300000,0.400000,4.900000,1,2188
2023/04/02 01:00:00+00,0.500000,7,1.400000,9.900000,18.100000,3.300000,0.200000,0,14.800000,10.100000,16.700000,0.200000,3.400000,7.200000,0.200000,0,0.400000,5.700000,0.500000,0.100000,0,0.100000,1.400000,0.800000,1,1,0.400000,1.300000,0.200000,1.100000,0.100000,1.300000,0.400000,0.300000,1.600000,0.100000,0.500000,0.200000,3.200000,0.800000,2189
2023/04/02 02:00:00+00,0.800000,6,1.900000,8.400000,8.100000,2.700000,0,0,10.200000,10.600000,14.200000,0.200000,5.200000,4.200000,0.200000,0,0.300000,3.200000,0.700000,0.100000,0,0.100000,1,0.800000,1,1,0.100000,1.300000,0.700000,1.800000,0.100000,0.900000,0.500000,0,1.500000,0.100000,0.300000,0.200000,3.200000,0.500000,2190
2023/04/02 03:00:00+00,0.700000,4.900000,1,6.200000,11.700000,2.900000,0,0,9.100000,8.600000,13.800000,0.100000,3.300000,2.500000,0.100000,0,0.200000,0.900000,0.700000,0.100000,0,0.200000,1,0.800000,1,0.700000,0.300000,1.600000,0.400000,1.600000,0.100000,1,0.600000,0.100000,0.500000,0.200000,0.500000,0.100000,1.700000,0.100000,2191
2023/04/02 04:00:00+00,0.700000,5.100000,1.200000,4.700000,15.100000,3.200000,0,0,13.600000,6.900000,10.900000,0.100000,4.100000,5.500000,0.200000,0,0.300000,2.200000,0.800000,0.100000,0,0.200000,0.900000,0.700000,1.200000,1.100000,0.100000,1.500000,0.700000,1.800000,0,1.100000,0.500000,0.800000,0.200000,0.100000,0.400000,0.200000,3,0.300000,2192
2023/04/02 05:00:00+00,0.600000,5.500000,,3.700000,15.500000,3.200000,0,0,12.900000,8.400000,12.600000,0.200000,1.500000,4.800000,0.100000,0,0.200000,1.100000,1,0.100000,0,0.200000,1,0.800000,1.100000,1.100000,0.400000,1.500000,0.600000,1.600000,0,1.400000,0.400000,0.100000,0,0.200000,0.500000,0.200000,1.100000,0.100000,2193
2023/04/02 06:00:00+00,0.600000,5.800000,,2.400000,11.300000,3.500000,0,0,13.900000,9.700000,10.900000,0.400000,3.300000,4.200000,0.100000,0,0.100000,0.800000,1.100000,0.300000,0,0.200000,0.900000,1,1.100000,1.100000,0.500000,1.700000,0.300000,2.300000,0,0.600000,0.400000,0.200000,0,0.200000,0.700000,0.200000,1.300000,0.300000,2194
2023/04/02 07:00:00+00,0.700000,5.800000,,0.800000,17.700000,6.500000,0.100000,0,19.600000,8.800000,17.800000,0.200000,2.300000,0.800000,0.300000,0,0.300000,0.500000,1.200000,0.200000,0,0.300000,1.300000,0.900000,1.200000,1.300000,0.900000,2.500000,0.500000,2,0.100000,0.200000,0.400000,0.400000,0.100000,0.200000,0.600000,0.500000,2,0.100000,2195
2023/04/02 08:00:00+00,0.800000,6.200000,,1,28,5.600000,0.400000,0,25.700000,12.400000,21.600000,0.400000,4.200000,0.400000,0.200000,0.100000,0.200000,0.900000,0.900000,0.500000,0,0.700000,1.900000,1.200000,1.400000,1.500000,2.700000,1.700000,0.500000,1.900000,0.100000,0.200000,0.400000,0.500000,0.100000,0.400000,0.600000,1.500000,1.300000,0.600000,2196
2023/04/02 09:00:00+00,0.900000,10,,1.200000,41.100000,7.300000,0.400000,0,28.700000,16.900000,26.900000,1,6.900000,0.400000,0.500000,0.700000,0.200000,0.700000,1.300000,0.700000,0,0.900000,2,1.400000,2.400000,1.800000,3.500000,1.600000,1,3,0.400000,0.400000,0.900000,1.200000,0.300000,0.500000,0.700000,0.700000,2,0.900000,2197
2023/04/02 10:00:00+00,1.100000,26.900000,,2.100000,46.500000,10.900000,0.200000,0,35.100000,17.300000,22.900000,0.500000,4.700000,0.900000,0.600000,0.700000,0.600000,0.700000,1.500000,0.900000,0,1.300000,2.600000,1.300000,2.300000,2,4,1.900000,0.800000,3.100000,0.300000,0.400000,1.100000,1.700000,0.600000,0.700000,1.300000,1.600000,2.300000,0.900000,2198
2023/04/02 11:00:00+00,1.500000,18.900000,5.700000,2.500000,41.700000,11.800000,0.500000,0,45.200000,15.500000,19.900000,1.700000,3.600000,1.100000,0.900000,1.100000,0.600000,1.100000,1.700000,1,0,1.200000,2.500000,1.600000,2.800000,1.800000,3.400000,2.400000,1.300000,3.600000,0.400000,0.700000,2.600000,2.100000,0.700000,0.800000,1.500000,2.100000,3.200000,1.100000,2199
2023/04/02 12:00:00+00,1.700000,13.900000,2.400000,6.500000,47.900000,17.600000,0.500000,0,43.900000,24,28.300000,0.900000,6,0.600000,0.600000,0.900000,0.700000,1.200000,1.800000,1.300000,0,1,2.600000,1.500000,2,2.200000,4,2.600000,1,4,0.500000,0.500000,1.500000,1.500000,0.500000,0.700000,1.500000,1.300000,3,1.200000,2200
2023/04/02 13:00:00+00,1.100000,12.100000,9.100000,9.700000,37.300000,26.900000,0.700000,0,57.700000,23.600000,22.800000,1,6.200000,1.100000,0.900000,1.400000,0.700000,1.700000,1.800000,1,0,0.900000,3.400000,1.200000,1.800000,2.400000,3.700000,1.800000,0.900000,3.500000,0.400000,0.700000,1.100000,1.900000,0.900000,0.700000,1.100000,1.100000,3,1.200000,2201
2023/04/02 14:00:00+00,1.300000,13.900000,11.400000,13.100000,38.800000,24.200000,0.400000,0.100000,60,21.500000,26.500000,0.800000,6.100000,12.600000,0.700000,1.300000,0.600000,4.600000,1.300000,1.100000,0,1,3.200000,1.100000,1.700000,1.900000,3.300000,3.400000,1.100000,4.200000,0.400000,0.300000,1.300000,1.700000,1.500000,0.800000,1.400000,1.100000,4.200000,1.200000,2202
2023/04/02 15:00:00+00,1.300000,12.400000,11.400000,9.700000,44.800000,23.800000,0.100000,0.100000,51.700000,25.900000,27.700000,1.200000,5,11.100000,1.100000,1.500000,0.800000,3.700000,1.500000,1,0,1,3,1.200000,1.600000,1.700000,4.300000,2.700000,0.800000,4.600000,0.200000,0.300000,1.500000,1.500000,1.200000,0.600000,1.100000,1.200000,5.300000,1,2203
2023/04/02 16:00:00+00,0.900000,16.600000,14,13.600000,43.500000,26,0.600000,0,38.500000,20.800000,26.800000,2.100000,4.300000,12.200000,0.900000,0.700000,0.900000,6.900000,1.200000,0.900000,0,1.100000,4,1.500000,1.700000,1.700000,3.100000,2,2.600000,5.300000,0.200000,0.200000,0.800000,1.700000,1,0.600000,1.400000,1.300000,7.300000,0.800000,2204
2023/04/02 17:00:00+00,0.800000,16.100000,9.800000,19.400000,58.900000,23.900000,0.800000,0.100000,38.500000,32.100000,25.600000,1.800000,7.200000,43,0.700000,0.900000,0.500000,3.700000,1.100000,0.900000,0,1.200000,4.700000,1.600000,1.800000,2.100000,4,2.800000,1,5,0.100000,0.100000,0.800000,2,1.900000,2.100000,1.400000,1.500000,8,0.800000,2205
2023/04/02 18:00:00+00,0.700000,23.500000,12.900000,16.400000,54.900000,26.900000,1,0,35.900000,33.800000,26,1.700000,6.100000,29.600000,1.400000,0.800000,0.500000,3.400000,1.200000,1.100000,0,1.200000,4,1.400000,1.500000,2,4.400000,2.100000,0.900000,5.600000,0.100000,0.200000,0.800000,1.300000,1.600000,0.600000,1.500000,1.900000,8.700000,0.900000,2206
2023/04/02 19:00:00+00,0.800000,19.400000,3.800000,14.700000,41.600000,19.800000,0.500000,0,26.800000,19.900000,19.200000,1.900000,6.600000,34,0.800000,0.600000,0.100000,1.700000,1,0.600000,0,1,3.500000,1.400000,1.500000,1.600000,4.200000,2,0.400000,2.500000,0,0.100000,0.500000,0.700000,1.100000,0.400000,1,2,3.600000,0.500000,2207
2023/04/02 20:00:00+00,0.700000,17,4.100000,11.800000,40.600000,23.100000,0.100000,0,23.600000,19.700000,18.900000,1.800000,8.500000,19.500000,1.400000,0.700000,0.100000,2.700000,1,0.900000,0,0.700000,3.500000,1,1.400000,1.400000,1.700000,1.900000,0.300000,2.800000,0,0.100000,0.300000,0.500000,0.600000,0.400000,0.800000,0.900000,6.200000,0.700000,2208
2023/04/02 21:00:00+00,0.700000,13.800000,2.600000,10.900000,15.400000,27.800000,0.100000,0,34.200000,25.600000,20,1.400000,6.700000,15.300000,2.200000,1.200000,0.400000,1,1,0.700000,0,0.600000,2.700000,0.800000,1.700000,1.500000,2.600000,1.400000,0.500000,2.200000,0,0.100000,0.200000,0.600000,0.400000,0.400000,1.300000,0.800000,4.800000,0.500000,2209
2023/04/02 22:00:00+00,0.700000,17,2.400000,11,21.600000,37.600000,0,0.100000,66.200000,22.300000,17,1,9.300000,14.800000,0.700000,0.800000,0.200000,0.700000,0.900000,0.700000,0,0.500000,4.200000,0.800000,1.400000,1.400000,2.600000,1.300000,0.300000,2.700000,0,0,0.600000,0.300000,0.800000,0.300000,1.300000,1.200000,6.100000,0.500000,2210
2023/04/02 23:00:00+00,0.500000,8.300000,1.700000,10.200000,14.600000,27.300000,0,0,39.400000,14.200000,12.900000,0.700000,5.500000,6.400000,0.400000,0.400000,0.300000,0.700000,1,0.600000,0,0.400000,2.200000,0.800000,1.400000,1.500000,0.300000,1.100000,0.300000,1.700000,0,0.100000,0.400000,0.500000,2.400000,0.400000,1.300000,0.400000,8.900000,0.500000,2211
2023/04/03 00:00:00+00,0.300000,7.100000,1.100000,8.100000,4.800000,18.500000,0,0,22,10.700000,9.100000,0.400000,3.200000,3.600000,0.100000,2.300000,0.100000,0.300000,0.700000,1.100000,0,0.400000,1.500000,0.500000,1.400000,1,0.500000,1.600000,0.800000,0.800000,0,0.300000,0.200000,0.400000,1.400000,0.400000,1.100000,0.300000,5.900000,0.400000,2212
2023/04/03 01:00:00+00,0.500000,6.300000,1,3.700000,5.200000,13.800000,0,0,16.400000,6.500000,5.200000,0.500000,8.200000,2.300000,0.200000,0,0.300000,0.800000,0.600000,0.500000,0,0.300000,1.100000,0.600000,1.300000,1,0,1.200000,0.800000,0.800000,0,0.200000,0.600000,0.200000,0.300000,0.400000,0.900000,0.200000,3.200000,0.200000,2213
2023/04/03 02:00:00+00,0.400000,5.100000,1.100000,2.500000,8.300000,9.900000,0,0,9.900000,4.600000,1.700000,0.800000,8.900000,1.300000,0.100000,0,0.200000,0.100000,0.800000,0.200000,0,0.300000,1,0.700000,1.400000,1.300000,0,1.100000,0.200000,2,0,0.300000,0.200000,0.400000,0.800000,0.300000,0.500000,0.300000,1.400000,0.400000,2214
2023/04/03 03:00:00+00,0.500000,7.100000,1,3.600000,44.300000,22.900000,0,0,19.800000,10.400000,10.700000,0.500000,3.800000,3.100000,0.300000,1.300000,0.200000,0.300000,0.800000,0.400000,0,0.900000,1,0.800000,1.300000,1.600000,0.100000,1.800000,0.400000,1,0.100000,0.100000,0.100000,0,0.100000,0.400000,1,0.500000,3.700000,0.200000,2215
2023/04/03 04:00:00+00,0.500000,19.700000,1.900000,6,53.300000,51.200000,0,0,44.800000,24.400000,23,0.400000,4,10.500000,1.200000,0.300000,0.100000,0.200000,0.800000,0.500000,0,0.500000,3.800000,0.500000,1.500000,1.300000,0.600000,1.800000,0.500000,1.100000,0,0.100000,0.400000,0.500000,1.400000,0.400000,1,0.500000,12.800000,0.400000,2216
2023/04/03 05:00:00+00,0.600000,37.500000,2.600000,20.300000,82.100000,86,0.200000,0,88.200000,58.300000,34.800000,0.700000,33,23.100000,0.500000,3,0.300000,1.100000,1,1.300000,0,0.900000,7.800000,1,1.900000,1.800000,0.900000,2.300000,0.300000,3,0,0.200000,0.200000,0.500000,6.400000,1,1.900000,1.600000,32.100000,0.800000,2217
2023/04/03 06:00:00+00,1.300000,91.900000,6.800000,39.300000,78.300000,129.900000,0,0.100000,65.700000,79.600000,45.200000,1.600000,22,63.200000,0.700000,10.800000,0.500000,1.800000,1.800000,2.200000,0,1.400000,11.100000,1,2.700000,2.200000,2.200000,2.500000,1,5.800000,0.100000,0.200000,0.700000,1.300000,10.200000,2.500000,3.200000,3.600000,61.500000,1.500000,2218
2023/04/03 07:00:00+00,2.700000,66.600000,8.100000,49.800000,83.300000,89.500000,0.800000,1,65.200000,86.500000,53.800000,2.300000,30.600000,83.600000,2.500000,14.700000,1,3.100000,2.100000,3.300000,2.700000,1.900000,11.400000,1.400000,3.300000,4.900000,4.100000,3.300000,1.600000,6.900000,0.100000,0.400000,1.700000,1.800000,16.200000,1.800000,4.200000,4.600000,50.400000,2.700000,2219
2023/04/03 08:00:00+00,4.400000,48.500000,8,54.200000,79.700000,89.600000,1.200000,2.100000,83.400000,73.400000,42.600000,3.400000,101.800000,73.900000,2.700000,15.400000,2.300000,6.800000,3.900000,4.300000,2.300000,2.100000,6.500000,1.200000,3.200000,8.700000,3.700000,4.300000,3.200000,8,0.200000,1.600000,2.600000,2.700000,22.600000,3.100000,4.600000,4.200000,42.900000,4.500000,2220
2023/04/03 09:00:00+00,3.600000,26.400000,5.900000,41.100000,67,80.600000,1.200000,1.700000,88.500000,45.600000,38.200000,3.400000,99.100000,46.300000,2.100000,11.400000,2.500000,8.100000,2.600000,4.100000,0.900000,1.600000,6.900000,0.900000,3.300000,7,5.100000,3.500000,2.500000,5.200000,0.300000,2.300000,3,1.300000,25.800000,4.400000,2.400000,4,38.300000,4,2221
2023/04/03 10:00:00+00,2.400000,27.600000,6.800000,42.100000,51.400000,68.400000,1.300000,0.800000,72.400000,41.400000,37.800000,1.500000,51.200000,38.900000,1.700000,11.200000,1.500000,6.500000,1.800000,4.300000,0.700000,1.500000,5.600000,0.800000,3.700000,5.700000,3.500000,3.300000,2.300000,5.500000,0.100000,2.100000,2.100000,1.100000,30.900000,4.400000,2.200000,1.900000,30.500000,,2222
2023/04/03 11:00:00+00,2.300000,26.700000,4.200000,31.700000,52.100000,65.200000,1.400000,0.800000,78.100000,33.900000,30.500000,1.700000,45.800000,25.100000,1.500000,8,1.900000,5.500000,1.700000,4.100000,0.700000,1.500000,6.100000,0.900000,3.100000,5,3.500000,2.800000,2.100000,4.500000,0.200000,2,2.200000,1.300000,20.700000,3.900000,2.400000,3.200000,25.600000,,2223
2023/04/03 12:00:00+00,1.800000,26.100000,4.200000,28.800000,48.700000,60.300000,0.400000,0.700000,95.900000,35.400000,38.200000,1.600000,21.800000,18.500000,1.300000,8.600000,1.300000,4.700000,1.800000,3.400000,0.200000,1.100000,5.300000,,2.700000,4.900000,4.100000,2.500000,2,4.900000,0.300000,1.900000,2.700000,0.900000,19.800000,3.300000,2.100000,2.500000,17.600000,,2224
2023/04/03 13:00:00+00,1.800000,19.700000,4.500000,36.400000,43.600000,63.200000,0.200000,0.600000,81.600000,34.400000,27.900000,2.100000,20.400000,24.500000,1.600000,7.500000,1.700000,3.100000,1.800000,3,0,1.100000,5.400000,1,2.100000,3.900000,3.800000,2.400000,1.500000,3.800000,0.200000,1.400000,1.900000,1.400000,10.300000,2.500000,2.300000,2.100000,35.200000,,2225
2023/04/03 14:00:00+00,1.700000,24.800000,2.700000,35.100000,39.400000,48.900000,0.400000,0.800000,82.900000,32.800000,28.100000,2.200000,15,26,1.700000,7.800000,1.400000,3.700000,1.500000,2.500000,0.400000,1,6,0.800000,2.200000,3.600000,2.800000,2.200000,1.200000,4.500000,0.200000,1.100000,1.600000,1.600000,12.300000,2.200000,2.300000,1.700000,28.500000,,2226
2023/04/03 15:00:00+00,1.700000,29.100000,3.100000,25.700000,47,61.400000,0.900000,0.500000,52.600000,31.400000,21,1.500000,15.400000,26,1.100000,8.200000,1,4.100000,1.600000,3.400000,0.200000,1,8.900000,0.800000,3.900000,3,1.700000,1.900000,0.800000,4.200000,0.200000,1.100000,1.500000,1.500000,18.500000,1.900000,2.100000,1.600000,50.400000,,2227
2023/04/03 16:00:00+00,1.500000,39.800000,3.800000,28.700000,52.100000,67.100000,0.900000,0.500000,58.700000,32.600000,24.900000,1.600000,25.100000,32.800000,1.800000,9,1.100000,3.400000,1.600000,3.600000,0.100000,1.100000,8.100000,1,2.800000,3.100000,0.800000,2,1,4.300000,0.200000,0.500000,1.900000,1.200000,17,2.100000,2.200000,1.600000,65.500000,,2228
2023/04/03 17:00:00+00,1.400000,33,3.500000,28,42.500000,63.400000,0.800000,0.400000,52.700000,36.100000,22.200000,1.300000,21.400000,26.900000,1.200000,6.800000,0.600000,2.600000,1.400000,2.500000,0,0.800000,8.200000,0.600000,2.100000,2.700000,0.600000,2,0.900000,2.300000,0.100000,0.400000,1.500000,0.800000,12.100000,1.800000,2.500000,1.200000,62.100000,,2229
2023/04/03 18:00:00+00,0.700000,32.500000,3.500000,23.600000,35.200000,72.100000,0.100000,0.100000,45.900000,33.400000,27.800000,0.800000,15.100000,21.100000,1.300000,4.700000,0.500000,1.400000,0.900000,2.300000,0,0.700000,5.800000,0.600000,1.900000,2,0.300000,1.300000,0.800000,2.600000,0.100000,0.200000,0.900000,1,9.100000,2.100000,2,0.500000,55.900000,,2230
2023/04/03 19:00:00+00,0.700000,42,1.700000,18.900000,41.300000,64.600000,0,0,43.900000,30,24,0.600000,11.400000,21.200000,1,3.900000,0.400000,0.800000,1,2,0.300000,0.500000,6.200000,0.600000,3.100000,1.600000,0,1.300000,0.300000,1.700000,0,0.100000,0.600000,0.700000,7.400000,0.500000,1.200000,0.200000,29.400000,,2231
2023/04/03 20:00:00+00,0.600000,14.700000,3.400000,20.100000,39.400000,90.800000,0,0.100000,38.100000,35.900000,23.600000,1.300000,22.300000,18.800000,0.500000,3.100000,0.500000,0.400000,0.500000,1.800000,0.200000,1.200000,4.400000,0.700000,1.700000,2,0,1.600000,0.400000,2.400000,0,0.100000,0.800000,1.400000,6.800000,0.400000,1.900000,0.400000,25.800000,,2232
2023/04/03 21:00:00+00,0.900000,17.100000,2.800000,16.500000,34.900000,47,0,0.200000,28.700000,14.700000,24.500000,2.200000,7.700000,21.900000,1.400000,1.700000,0.300000,0.500000,0.900000,1.300000,0,1,3.200000,0.900000,3.100000,1.700000,1.100000,1.600000,0.900000,2.500000,0,0.200000,1,0.900000,20.800000,0.500000,1.700000,0.800000,14.500000,,2233
2023/04/03 22:00:00+00,0.700000,8.300000,1.600000,17.700000,20,44.100000,0,0,26.200000,14.300000,15.900000,0.800000,9.700000,22,0.600000,0.900000,0.400000,0.400000,0.800000,1,0,0.500000,3,0.700000,3,1.700000,0.100000,1.600000,0.600000,2.600000,0,0.200000,0.500000,1.100000,5.700000,0.400000,1.700000,0.500000,20.700000,,2234
2023/04/03 23:00:00+00,0.800000,5.100000,1.400000,10.800000,13.600000,33.100000,0,0,26.800000,7.400000,17.700000,0.500000,13.800000,7.700000,0.400000,1.900000,0.200000,0.500000,0.700000,1.100000,0.100000,0.200000,1.800000,0.600000,3.300000,1.600000,0,1.300000,0.600000,1.300000,0,0.300000,0.500000,1.300000,10.900000,0.400000,0.600000,0.200000,19.500000,,2235
2023/04/04 00:00:00+00,0.400000,5,1,4.800000,9.400000,28.700000,0,0,21.900000,5.200000,7,0.300000,11.600000,4.600000,1.800000,0.900000,0.200000,2.100000,0.700000,1,0.100000,0.100000,1.100000,0.600000,2.900000,1.200000,0,1,0.900000,1.200000,0,0.300000,0.500000,0.400000,2.300000,0.100000,0.600000,0.400000,9.800000,,2236
2023/04/04 01:00:00+00,0.500000,3.900000,0.900000,3.100000,9.300000,27.900000,0,0,15.600000,8.200000,10.100000,0.400000,9.700000,3.300000,0.200000,0.200000,0.100000,0.300000,0.800000,0.700000,0,0.100000,1.100000,0.600000,3,1.200000,0,0.800000,0.700000,0.900000,0,0.100000,0.300000,0.600000,2.200000,0.100000,1,0.100000,13.300000,,2237
2023/04/04 02:00:00+00,0.500000,2.800000,0.900000,3.400000,19.600000,32,0,0,12.300000,5.600000,11.500000,0.300000,8.800000,1.600000,0.300000,0.200000,0.100000,0.700000,1,1,0,0.300000,1.100000,0.700000,2.700000,1.200000,0,1,0.600000,1.400000,0,0.100000,0.500000,0.500000,3.100000,0.100000,0.700000,0.600000,12.700000,,2238
2023/04/04 03:00:00+00,0.600000,6.400000,0.800000,3.900000,51.600000,44.300000,0,0,25.300000,11.300000,8.900000,0.400000,7.300000,4.300000,0.300000,0.600000,0.500000,1.300000,1,1.300000,0,0.900000,1.800000,0.500000,1.900000,1.700000,0,1.200000,0.700000,2.200000,0,0.200000,0.500000,0.900000,1.400000,0.100000,1,0.200000,13.700000,,2239
2023/04/04 04:00:00+00,0.900000,13.300000,2.400000,9.400000,97.800000,101.200000,0,0.500000,55.900000,40.300000,22.800000,0.500000,15.800000,11.900000,0.600000,1.600000,0.200000,0.700000,1,2.600000,0.600000,0.700000,7.300000,0.600000,2.900000,1.600000,0,1.400000,0.300000,3.800000,0.100000,0.200000,0.700000,1.600000,2.900000,0.100000,1.100000,0.300000,30.100000,,2240
2023/04/04 05:00:00+00,1.200000,22.300000,6.500000,25.200000,119.100000,157.900000,0.100000,8.400000,111.900000,77.900000,43.300000,2.200000,16.200000,33.700000,4.800000,4.600000,0.300000,3.200000,0.900000,3.400000,0.700000,3.100000,7.800000,0.700000,3.200000,4,0.400000,2.600000,0.400000,16.100000,1.300000,0.200000,1.800000,2,11.800000,1.200000,2.700000,1.600000,77.300000,,2241
2023/04/04 06:00:00+00,2.600000,33.400000,8.900000,43.300000,89.700000,151.700000,2,5.300000,114.600000,84.800000,64.100000,7.800000,44.600000,70.900000,4.500000,8.800000,0.600000,5.700000,1.300000,5.700000,10.700000,4.600000,21,1.200000,5,12.300000,2.100000,3.700000,1.300000,18,0.200000,0.400000,3.600000,3.600000,18.100000,3.600000,5.100000,4.100000,71.700000,,2242
2023/04/04 07:00:00+00,7.100000,42.200000,17.400000,55.400000,99.100000,130.500000,3.200000,4.700000,96.100000,109.800000,68.400000,9.100000,67.700000,97.400000,7.600000,30.500000,3.300000,12,3.600000,10.500000,10.900000,12.100000,14.900000,2.500000,7.800000,19.300000,6.500000,9.700000,5,14.300000,1,1.100000,7.800000,9.600000,34.900000,12.900000,5.600000,7.400000,63.400000,,2243
2023/04/04 08:00:00+00,9.500000,26.800000,15.500000,70,80.900000,115.900000,2.100000,5,133.700000,81.400000,58.900000,5.900000,67.800000,82.900000,6.200000,31.700000,6.800000,14.600000,3.900000,8.900000,3.100000,6.300000,4.900000,2.300000,6.600000,18.500000,9,9.900000,7.600000,22.300000,1.100000,3.600000,6.200000,4.200000,28.500000,10.200000,5.400000,7,58.300000,,2244
