,PA15L:NO,ARG:NO,OPERA:NO,RN20:NO,BP_EST:NO,AUB:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,IVRY:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,RN6:NO,AUT:NO,SOULT:NO,OBJECTID
,Paris stade Lenglen,ARGENTEUIL,Place de l'Opéra,RN20 Montlhéry,Boulevard Périphérique Est,AUBERVILLIERS,Autoroute A1 - Saint-Denis,Place Victor Basch,BOBIGNY,Rue Bonaparte,Quai des Célestins,CHAMPIGNY-SUR-MARNE,LA DEFENSE,Tour Eiffel 3ème étage,Avenue des Champs Elysées,EVRY,GENNEVILLIERS,GONESSE,IVRY-SUR-SEINE,LOGNES,MANTES-LA-JOLIE,MELUN,MONTGERON,NEUILLY-SUR-SEINE,PARIS 7ème,PARIS 12ème,PARIS 13ème,PARIS 18ème,Zone rurale Sud-Est - Forêt de Fontainebleau,Zone rurale Sud-Ouest - Forêt de Rambouillet,SAINT-DENIS,TREMBLAY-EN-FRANCE,Boulevard Haussmann,VERSAILLES,VILLEMOMBLE,VITRY-SUR-SEINE,Route nationale 2 - PANTIN,Route Nationale 6 - MELUN,Boulevard Péripherique Auteuil,Boulevard Soult,0
,PA15L,ARG,OPERA,RN20,BP_EST,AUB,A1,BASCH,BOB,BONAP,CELES,CHAMP,DEF,EIFF3,ELYS,EVRY,GEN,GON,IVRY,LOGNES,MANT,MELUN,MONTG,NEUIL,PA07,PA12,PA13,PA18,RUR-SE,RUR-SO,STDEN,TREMB,HAUS,VERS,VILLEM,VITRY,RN2,RN6,AUT,SOULT,1
,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,2
,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2018/01/03 18:00:00+00,0,5,67,105,16,1,124,43,0,37,12,2,4,0,44,2,0,1,2,1,6,5,1,3,4,3,0,1,,0,1,2,61,1,1,0,5,100,,9,70
2018/01/03 19:00:00+00,0,7,72,94,16,2,115,53,0,29,14,1,4,0,45,2,0,1,2,1,8,3,1,3,5,3,1,2,,0,1,1,60,1,1,0,6,65,,8,71
2018/01/03 20:00:00+00,0,3,52,70,34,2,123,51,0,21,11,2,2,0,42,2,0,1,2,1,6,3,1,3,1,2,2,1,,0,1,2,37,0,0,1,10,43,,12,72
2018/01/03 21:00:00+00,0,2,33,53,13,1,120,28,0,25,5,1,1,1,29,0,0,1,1,0,4,2,0,2,2,1,0,1,,0,0,1,29,0,0,0,5,34,,3,73
2018/01/03 22:00:00+00,0,1,22,41,4,0,60,23,0,16,8,0,0,0,20,0,0,1,0,0,3,2,0,1,2,0,0,0,,0,0,1,19,0,0,0,2,24,,3,74
2018/01/03 23:00:00+00,0,0,41,44,27,0,82,39,0,28,9,0,0,0,31,0,0,1,1,1,4,1,0,2,0,1,0,1,,0,0,0,36,0,0,0,9,14,,9,75
2018/01/04 00:00:00+00,0,1,26,35,44,1,92,38,0,27,7,1,1,0,24,0,0,1,1,0,4,1,0,2,0,1,0,1,,0,0,1,23,0,0,0,10,19,,5,76
2018/01/04 01:00:00+00,0,0,21,48,65,0,54,44,0,14,3,0,0,0,14,0,0,1,1,0,3,0,0,2,0,1,0,0,,0,0,1,13,0,0,0,11,14,,5,77
2018/01/04 02:00:00+00,0,0,12,38,64,0,58,19,0,13,2,0,0,0,11,0,0,1,1,0,3,0,0,2,0,1,0,0,,0,0,0,6,0,0,0,15,8,,3,78
2018/01/04 03:00:00+00,0,1,9,40,68,0,71,18,0,14,1,0,0,0,10,0,0,1,1,0,3,0,0,2,0,0,0,0,,0,0,0,4,0,0,0,15,4,,2,79
2018/01/04 04:00:00+00,0,2,10,77,82,1,76,31,0,12,2,0,0,0,11,0,1,1,1,0,2,0,1,2,0,2,0,0,,0,0,0,5,0,0,0,17,7,,4,80
2018/01/04 05:00:00+00,0,7,34,181,148,1,159,75,0,16,7,2,0,0,21,1,1,2,1,0,4,2,0,3,0,1,1,0,,0,1,0,18,0,0,0,37,26,,4,81
2018/01/04 06:00:00+00,0,6,75,226,218,9,163,105,2,64,34,3,2,0,37,5,1,3,3,1,5,3,3,8,1,12,4,2,,0,6,1,29,0,2,2,121,45,,27,82
2018/01/04 07:00:00+00,0,6,89,105,166,14,156,66,9,49,45,6,5,1,51,4,1,10,7,2,7,3,3,4,10,20,7,4,,0,6,5,58,0,5,8,47,54,,63,83
2018/01/04 08:00:00+00,0,5,69,82,17,4,139,48,2,54,16,3,3,1,39,4,1,2,2,2,5,4,1,5,9,3,2,3,,0,1,4,37,1,2,1,11,55,,14,84
2018/01/04 09:00:00+00,1,4,79,73,15,3,121,43,1,81,17,3,4,0,37,3,0,2,3,1,5,4,1,5,14,2,1,2,,0,1,2,42,1,1,1,10,48,,8,85
2018/01/04 10:00:00+00,0,5,64,64,,2,130,42,1,62,13,2,3,1,52,3,0,1,2,0,6,4,1,3,10,2,1,2,,0,1,1,36,0,1,0,7,46,,6,86
2018/01/04 11:00:00+00,0,5,87,78,,2,138,45,1,48,10,3,2,0,51,3,0,1,2,1,6,3,1,4,,3,3,3,,0,1,2,52,0,1,0,10,51,,7,87
2018/01/04 12:00:00+00,0,6,101,80,,3,147,45,2,47,,3,1,1,40,2,0,2,2,1,6,3,1,4,,3,2,3,0,0,1,2,42,0,2,1,14,49,,11,88
2018/01/04 13:00:00+00,0,5,82,87,22,3,164,42,1,45,,3,1,0,40,2,0,1,2,1,5,4,2,4,3,2,2,2,0,0,1,2,43,0,1,0,14,47,,9,89
2018/01/04 14:00:00+00,0,6,74,92,24,3,149,40,1,27,,3,2,1,43,2,0,1,3,1,6,4,2,3,3,2,2,2,0,0,1,1,45,0,1,1,13,62,,9,90
2018/01/04 15:00:00+00,0,4,77,89,20,3,126,35,1,33,,3,2,0,36,2,0,1,2,1,3,3,2,3,4,3,2,2,0,0,1,2,50,0,1,0,11,48,,7,91
2018/01/04 16:00:00+00,1,3,74,57,4,1,147,52,0,27,,2,4,0,49,2,1,1,2,1,4,6,2,2,4,5,1,2,1,0,2,1,52,1,1,0,8,70,,7,92
2018/01/04 17:00:00+00,0,3,66,91,7,2,148,53,0,57,,2,3,0,57,2,0,1,1,0,5,4,1,2,4,3,0,1,0,0,1,1,59,2,0,0,5,51,,9,93
2018/01/04 18:00:00+00,0,3,81,97,10,2,152,43,0,53,,1,4,0,57,2,0,1,1,1,4,4,2,3,4,4,1,1,0,0,1,1,59,1,1,1,5,83,,9,94
2018/01/04 19:00:00+00,0,2,77,82,8,2,149,61,0,44,,1,7,0,49,2,0,1,1,0,5,3,1,3,5,3,0,2,0,0,0,1,51,1,0,1,6,55,,10,95
2018/01/04 20:00:00+00,0,1,51,63,8,1,109,61,0,27,,1,3,0,46,1,0,1,1,0,5,2,1,2,4,2,0,1,0,0,1,1,46,0,0,0,7,44,,6,96
2018/01/04 21:00:00+00,0,2,41,65,7,0,130,47,0,25,,0,2,0,35,1,0,1,1,0,5,1,0,2,2,1,0,1,0,0,0,1,27,0,0,0,4,42,,3,97
2018/01/04 22:00:00+00,0,1,51,51,23,0,117,35,0,24,,1,0,0,35,0,0,1,1,0,4,2,0,2,1,1,0,0,0,0,0,1,29,0,0,0,7,30,,6,98
2018/01/04 23:00:00+00,0,1,41,28,44,1,87,59,0,20,,1,1,0,28,0,0,1,1,0,4,1,0,2,1,1,0,0,0,0,0,0,21,0,0,0,17,13,,6,99
2018/01/05 00:00:00+00,0,1,25,23,25,1,49,33,0,21,,0,0,0,18,0,0,1,1,0,3,1,0,2,0,1,0,0,0,0,0,1,16,0,0,0,11,14,,3,100
2018/01/05 01:00:00+00,0,0,18,9,20,0,28,14,0,,,0,0,0,11,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,5,8,,3,101
2018/01/05 02:00:00+00,0,0,11,12,17,0,30,14,0,,,0,0,0,6,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,7,0,0,0,5,3,,2,102
2018/01/05 03:00:00+00,0,0,4,20,15,0,30,8,0,5,,0,0,0,8,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,5,3,,2,103
2018/01/05 04:00:00+00,0,2,8,40,11,0,85,8,0,7,,0,0,0,9,0,0,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,2,5,,2,104
2018/01/05 05:00:00+00,0,3,16,102,28,1,134,17,0,8,,1,0,0,10,0,0,1,1,0,4,1,0,1,0,0,0,0,0,0,0,1,17,0,0,0,8,23,,3,105
2018/01/05 06:00:00+00,0,7,48,217,130,3,152,106,0,25,,4,1,0,45,1,0,2,2,1,22,2,2,2,1,2,1,1,0,0,1,1,25,0,0,0,31,47,,16,106
2018/01/05 07:00:00+00,4,18,85,294,168,7,202,192,3,43,,11,20,0,63,9,1,4,7,3,32,4,2,12,1,13,10,2,0,0,2,4,47,0,1,4,52,124,,39,107
2018/01/05 08:00:00+00,0,12,117,331,77,8,173,162,5,71,,6,15,0,66,10,2,4,5,3,12,6,3,6,2,8,7,2,0,0,3,8,39,0,4,5,80,148,,42,108
2018/01/05 09:00:00+00,1,14,112,264,98,7,168,150,6,82,,7,9,1,65,15,2,5,5,2,12,6,2,6,2,7,5,3,0,0,3,6,56,0,3,4,50,98,,27,109
2018/01/05 10:00:00+00,1,12,132,213,52,6,146,156,5,103,,9,9,1,79,13,2,5,8,3,11,5,4,6,5,7,5,4,0,0,4,6,45,0,6,7,42,90,,20,110
2018/01/05 11:00:00+00,1,8,133,183,46,6,,143,3,58,28,9,4,0,89,6,1,4,4,3,9,5,3,6,4,7,4,4,,0,4,6,52,1,4,5,18,80,,19,111
2018/01/05 12:00:00+00,1,13,119,151,56,6,,132,2,61,23,7,5,0,70,3,2,4,4,2,7,4,2,6,4,8,4,3,,0,5,4,41,1,3,3,33,75,,25,112
2018/01/05 13:00:00+00,8,7,91,152,54,5,,117,2,68,19,4,4,1,65,3,2,4,4,3,6,,2,5,3,6,3,3,0,0,4,5,41,1,3,2,24,61,,20,113
2018/01/05 14:00:00+00,8,9,104,141,68,7,,122,2,54,16,4,4,1,68,3,1,3,4,2,6,,3,4,2,5,3,2,0,0,3,3,51,1,1,1,42,96,,23,114
2018/01/05 15:00:00+00,0,9,122,147,46,5,134,66,2,39,13,3,4,1,63,3,1,2,2,1,7,4,2,4,2,3,2,1,6,0,4,2,42,0,1,1,37,94,,19,115
2018/01/05 16:00:00+00,0,10,120,154,53,5,139,75,1,46,15,5,3,0,71,4,1,2,3,1,9,7,3,3,3,3,2,2,0,0,2,3,79,0,1,3,27,106,,24,116
2018/01/05 17:00:00+00,0,13,115,224,65,4,147,100,0,74,27,6,5,0,94,4,1,2,3,2,13,6,2,4,3,3,2,2,0,0,1,3,90,1,1,3,37,128,,29,117
2018/01/05 18:00:00+00,0,23,146,256,66,4,122,140,0,60,19,10,7,0,105,11,1,2,3,1,36,6,4,5,4,7,2,3,0,0,2,4,96,1,1,3,32,146,,28,118
2018/01/05 19:00:00+00,0,18,126,308,45,5,189,141,0,55,16,9,8,0,89,9,1,3,3,3,58,7,6,8,2,6,5,4,0,0,2,9,55,1,1,6,27,98,,25,119
2018/01/05 20:00:00+00,0,14,101,250,68,4,181,129,0,45,17,10,8,0,57,11,1,7,5,3,25,5,4,7,2,3,4,3,0,0,1,27,45,0,2,18,27,81,,31,120
2018/01/05 21:00:00+00,0,6,65,269,181,6,127,141,3,64,15,8,6,0,54,4,0,8,8,4,15,2,1,7,2,16,12,2,0,0,2,5,32,0,23,2,97,91,,33,121
2018/01/05 22:00:00+00,0,5,65,144,220,7,152,100,4,48,16,7,3,0,56,0,0,40,11,14,6,1,1,6,1,15,13,2,0,0,3,3,42,0,9,3,71,40,,43,122
2018/01/05 23:00:00+00,0,2,80,136,183,5,147,119,3,53,16,6,3,1,48,0,0,62,14,4,10,1,1,10,1,16,13,4,0,0,3,4,47,0,16,3,59,28,,42,123
2018/01/06 00:00:00+00,0,2,60,65,112,5,148,82,2,62,32,1,1,1,41,0,0,36,14,0,4,1,1,7,1,11,4,3,0,0,6,2,55,0,6,5,51,15,,38,124
2018/01/06 01:00:00+00,0,1,37,46,91,2,75,59,1,32,5,2,2,0,23,0,0,23,8,1,4,1,0,3,0,7,2,1,0,0,1,1,26,0,3,0,23,21,,13,125
2018/01/06 02:00:00+00,0,1,31,24,90,1,66,57,0,27,5,1,0,0,26,0,0,6,2,0,3,0,0,2,0,2,1,1,0,0,0,1,24,0,1,0,19,18,,7,126
2018/01/06 03:00:00+00,0,0,15,43,66,1,58,38,0,36,3,0,1,0,21,0,0,1,1,0,3,0,0,2,0,1,1,0,0,0,0,1,25,0,0,0,15,5,,5,127
2018/01/06 04:00:00+00,0,1,13,79,117,0,83,39,0,22,2,1,0,0,15,0,0,1,1,0,4,0,0,2,0,0,0,1,0,0,0,1,10,0,0,0,15,11,,3,128
2018/01/06 05:00:00+00,0,2,16,90,73,1,116,41,0,16,5,1,0,0,10,0,0,1,1,0,5,1,0,2,0,1,0,0,0,0,1,1,14,0,1,1,14,20,,3,129
2018/01/06 06:00:00+00,0,2,28,122,59,1,149,36,0,18,6,2,1,0,13,1,0,2,1,0,5,2,1,2,0,1,1,1,0,0,0,2,17,0,0,1,22,37,,8,130
2018/01/06 07:00:00+00,0,5,37,111,62,1,165,81,0,34,22,1,1,0,22,4,0,2,1,0,13,2,1,2,0,1,1,1,0,0,1,1,33,0,2,1,24,60,,9,131
2018/01/06 08:00:00+00,0,3,41,199,97,1,190,87,1,59,36,2,1,0,38,5,0,39,2,0,41,5,2,4,0,2,0,2,0,0,0,10,37,0,6,2,28,155,,10,132
2018/01/06 09:00:00+00,0,31,51,301,136,4,212,95,3,68,27,7,5,1,51,2,1,65,7,2,75,5,12,2,5,4,2,2,0,0,1,31,49,0,16,7,42,211,,26,133
2018/01/06 10:00:00+00,0,9,57,188,164,12,113,120,8,84,31,5,4,1,58,2,2,53,7,3,39,6,13,3,6,7,2,7,0,0,8,51,45,1,27,6,74,184,,20,134
2018/01/06 11:00:00+00,2,8,75,137,184,23,124,135,19,53,38,4,3,3,60,4,13,47,9,2,18,5,13,12,5,9,5,23,0,0,34,30,80,2,24,5,76,132,,18,135
2018/01/06 12:00:00+00,4,6,82,188,164,10,146,128,8,70,40,2,6,6,58,3,22,30,7,2,23,6,5,8,14,11,7,17,0,0,21,12,92,1,11,2,90,96,,15,136
2018/01/06 13:00:00+00,9,6,82,186,182,10,128,137,6,57,35,2,20,11,49,1,18,12,5,3,19,2,4,24,18,7,7,20,0,0,12,8,72,2,8,1,107,114,,12,137
2018/01/06 14:00:00+00,14,8,98,147,172,6,132,147,5,52,82,3,18,15,21,1,18,8,8,4,13,1,5,22,29,4,5,16,0,0,9,5,46,6,6,3,122,123,,13,138
2018/01/06 15:00:00+00,8,9,88,162,182,4,142,123,3,81,101,4,15,7,18,1,16,6,10,4,16,1,7,19,13,3,3,11,0,0,13,4,56,15,6,5,124,139,,11,139
2018/01/06 16:00:00+00,6,3,103,172,187,5,134,86,5,95,126,3,17,6,9,2,9,5,8,5,19,2,5,20,11,3,1,23,0,0,7,7,49,19,8,5,114,158,,11,140
2018/01/06 17:00:00+00,4,3,103,167,144,4,108,89,4,48,119,4,8,1,8,1,7,4,8,2,18,4,4,8,14,4,1,13,0,0,7,4,41,13,6,6,59,139,,20,141
2018/01/06 18:00:00+00,2,2,102,143,123,3,118,81,4,57,125,5,6,1,8,1,6,4,15,3,11,2,2,8,8,5,1,15,1,0,6,3,50,4,5,5,62,120,,24,142
2018/01/06 19:00:00+00,3,3,92,101,148,3,125,81,11,55,93,5,7,1,9,1,5,3,14,4,8,3,2,8,8,6,2,12,0,0,6,3,40,2,7,5,83,150,,19,143
2018/01/06 20:00:00+00,4,3,77,82,148,6,113,78,10,64,89,1,8,1,7,1,5,3,8,2,9,1,1,10,6,5,2,16,0,0,5,2,37,4,4,4,95,122,,16,144
2018/01/06 21:00:00+00,3,2,69,52,99,5,96,58,2,49,63,2,4,1,6,0,4,2,6,1,6,0,1,7,8,3,0,13,0,0,3,1,13,2,3,1,43,44,,8,145
2018/01/06 22:00:00+00,1,1,52,32,79,1,67,50,2,26,42,1,5,1,5,0,3,2,5,1,5,0,1,5,8,3,0,9,0,0,2,1,10,1,3,1,21,75,,8,146
2018/01/06 23:00:00+00,1,1,50,31,88,1,46,52,3,21,50,1,4,1,4,0,3,2,7,1,5,1,1,4,6,3,0,8,0,0,1,1,16,0,3,1,23,38,,12,147
2018/01/07 00:00:00+00,1,1,44,20,63,1,44,39,3,22,37,1,3,1,5,0,2,2,5,1,4,0,0,4,4,2,0,5,0,0,1,2,13,0,3,1,22,15,,7,148
2018/01/07 01:00:00+00,1,1,36,14,37,1,28,34,1,17,21,0,2,0,3,0,1,1,3,0,3,0,0,3,2,2,0,5,0,0,1,1,10,0,1,0,22,11,,4,149
2018/01/07 02:00:00+00,0,0,26,8,27,1,20,25,1,12,19,0,1,0,4,0,1,1,2,0,3,0,0,2,1,1,0,3,0,0,0,1,15,0,1,0,14,6,,3,150
2018/01/07 03:00:00+00,0,0,22,4,20,1,12,16,0,22,12,0,1,1,3,0,0,1,1,0,2,0,0,3,1,1,0,2,0,0,1,0,6,0,1,0,11,3,,3,151
2018/01/07 04:00:00+00,0,0,17,10,25,1,16,20,0,13,14,0,1,1,4,0,1,1,1,1,3,0,0,2,1,1,0,2,0,0,1,1,8,0,1,0,15,3,,3,152
2018/01/07 05:00:00+00,0,0,12,9,34,1,27,16,0,18,13,1,1,0,4,0,1,1,2,0,3,0,0,3,1,2,0,2,0,0,1,1,7,0,1,0,17,3,,4,153
2018/01/07 06:00:00+00,1,0,13,8,36,1,28,20,0,6,15,1,2,1,3,1,1,1,2,1,3,0,1,5,1,2,0,3,0,0,2,1,5,0,2,0,21,4,,4,154
2018/01/07 07:00:00+00,0,0,16,9,31,1,19,22,1,8,10,0,2,0,3,1,1,2,2,1,3,1,1,4,1,2,0,3,0,0,1,1,6,0,2,0,26,4,,3,155
2018/01/07 08:00:00+00,1,0,17,14,34,1,23,22,1,15,16,1,2,0,3,0,1,2,2,1,3,0,0,4,2,2,0,3,0,0,1,2,6,1,2,0,19,10,,5,156
2018/01/07 09:00:00+00,1,1,23,22,44,1,33,27,1,47,24,1,3,1,3,0,2,2,3,1,5,0,2,4,2,2,1,3,0,0,1,1,9,2,2,1,23,8,,5,157
2018/01/07 10:00:00+00,2,2,36,29,62,2,49,41,1,36,39,1,5,1,6,0,2,3,3,2,5,1,2,6,3,2,1,4,0,0,1,2,13,1,3,1,34,10,,7,158
2018/01/07 11:00:00+00,3,2,38,48,74,4,49,38,4,30,36,2,5,1,5,1,4,3,4,2,7,1,3,6,5,3,1,7,0,0,3,3,14,2,4,2,42,11,,9,159
2018/01/07 12:00:00+00,5,2,59,44,68,5,48,47,3,36,43,3,5,1,7,1,4,2,5,2,9,1,2,7,7,4,2,8,0,0,4,3,17,3,5,1,50,15,,12,160
2018/01/07 13:00:00+00,4,3,52,49,80,3,66,48,3,30,44,2,5,2,6,1,4,3,5,3,6,0,1,6,5,4,2,6,0,1,4,3,16,2,4,1,60,12,,10,161
2018/01/07 14:00:00+00,4,3,50,36,92,5,71,46,3,27,38,2,5,2,7,1,4,3,6,2,7,1,2,7,7,3,2,8,0,0,4,3,21,2,6,2,71,11,,9,162
2018/01/07 15:00:00+00,4,3,49,48,97,4,59,60,3,35,57,2,5,2,7,0,4,3,6,2,8,1,1,6,5,4,2,8,0,0,4,3,28,3,4,1,76,12,,12,163
2018/01/07 16:00:00+00,4,2,60,59,122,3,77,65,3,43,53,5,9,2,8,0,4,3,5,1,9,1,2,8,7,4,1,9,0,0,2,4,33,2,5,1,69,18,,12,164
2018/01/07 17:00:00+00,5,3,71,73,113,4,81,72,3,37,53,1,8,1,6,0,4,2,7,2,6,1,2,9,8,5,1,8,0,0,2,2,36,3,6,3,72,13,,14,165
2018/01/07 18:00:00+00,5,2,72,74,114,4,85,70,5,35,59,3,7,1,7,0,4,2,10,2,7,1,2,9,10,6,1,9,0,0,2,3,29,4,6,4,76,20,,18,166
2018/01/07 19:00:00+00,3,3,62,44,105,4,77,70,8,37,74,2,7,1,6,1,6,3,10,3,8,0,1,9,8,7,2,10,0,0,3,4,23,3,6,3,56,18,,13,167
2018/01/07 20:00:00+00,3,2,44,34,86,3,71,49,6,27,47,5,5,1,5,1,4,2,8,1,5,1,1,6,7,6,1,10,0,0,3,2,17,2,6,3,46,13,,11,168
2018/01/07 21:00:00+00,2,2,36,33,76,3,64,40,3,22,29,3,4,1,4,1,3,2,6,2,6,0,3,8,6,4,0,7,0,0,2,1,11,1,4,2,39,8,,8,169
2018/01/07 22:00:00+00,2,1,30,15,71,3,53,31,2,19,33,2,4,0,5,0,2,2,5,2,5,0,2,8,5,4,0,6,0,0,2,1,10,1,2,1,35,7,,,170
2018/01/07 23:00:00+00,2,1,30,11,62,3,45,27,2,20,19,0,4,1,3,0,2,1,3,1,3,0,1,8,3,4,0,4,0,0,1,2,12,2,2,0,30,7,,,171
2018/01/08 00:00:00+00,1,1,28,8,30,2,23,21,0,16,17,0,4,0,4,0,1,1,1,1,3,0,1,7,2,1,0,4,0,0,1,0,11,1,2,0,25,2,,,172
2018/01/08 01:00:00+00,0,0,17,9,23,1,13,14,0,6,8,0,3,0,3,0,1,1,1,0,3,0,1,5,2,1,0,2,0,0,0,0,6,1,1,0,15,2,,,173
2018/01/08 02:00:00+00,0,0,9,9,18,2,13,12,0,7,6,0,3,0,3,0,1,1,1,0,3,0,1,5,1,1,0,3,0,0,1,1,5,0,1,0,14,3,,,174
2018/01/08 03:00:00+00,0,0,5,13,22,1,18,7,0,5,3,0,2,1,3,0,1,1,1,1,2,0,0,7,1,1,0,2,0,0,0,1,4,0,1,0,13,2,,,175
2018/01/08 04:00:00+00,0,0,5,28,46,1,23,10,0,8,10,1,2,0,3,0,1,1,1,3,3,0,1,6,1,1,0,2,0,0,1,1,4,0,1,0,15,4,,,176
2018/01/08 05:00:00+00,2,1,17,96,98,4,78,31,1,10,37,1,8,0,4,0,3,2,2,3,4,1,1,9,2,1,0,6,0,0,1,1,10,1,4,0,49,43,,,177
2018/01/08 06:00:00+00,5,4,52,162,163,6,158,68,3,32,98,4,14,1,7,0,8,4,6,4,9,0,3,20,6,2,0,20,0,0,3,1,43,3,5,2,119,87,,,178
2018/01/08 07:00:00+00,7,7,79,197,173,6,202,128,4,91,176,7,45,1,11,1,16,7,12,7,15,1,6,36,14,5,1,17,0,0,9,3,68,10,6,7,155,196,,,179
2018/01/08 08:00:00+00,10,6,122,178,185,14,186,146,7,98,207,11,54,4,25,3,15,13,17,12,17,1,14,41,34,10,4,33,0,0,17,6,77,24,11,9,91,62,,,180
2018/01/08 09:00:00+00,30,6,174,134,182,23,176,136,11,123,187,10,55,9,36,5,16,33,19,12,15,2,9,39,59,13,7,47,0,0,16,5,70,29,9,7,82,67,,,181
2018/01/08 10:00:00+00,29,7,167,88,162,43,170,117,9,170,133,11,50,13,51,4,15,10,18,9,15,2,11,46,35,10,5,51,0,2,14,6,81,33,10,8,128,55,,,182
2018/01/08 11:00:00+00,,9,108,77,153,14,132,96,6,80,96,9,38,8,28,4,17,9,18,5,16,2,9,40,21,7,6,30,1,6,11,7,78,27,7,10,81,72,312,,183
2018/01/08 12:00:00+00,,8,83,62,144,7,123,84,8,71,76,6,22,6,16,4,13,9,17,4,13,3,5,18,9,9,7,11,1,7,6,6,63,14,8,6,75,114,251,,184
2018/01/08 13:00:00+00,,7,87,94,133,10,137,80,9,84,97,6,18,7,16,4,11,9,18,6,14,4,5,14,,8,6,,1,3,7,4,61,10,8,8,93,112,238,,185
2018/01/08 14:00:00+00,12,8,83,102,163,11,135,92,10,77,79,8,32,11,16,5,13,8,18,8,18,3,5,20,18,10,9,,2,3,10,6,49,15,10,12,94,75,281,,186
2018/01/08 15:00:00+00,14,5,100,105,181,12,128,104,11,86,97,8,32,12,22,4,12,7,15,8,21,3,6,22,21,11,9,23,1,4,10,5,79,17,9,6,116,157,289,,187
2018/01/08 16:00:00+00,11,12,104,167,272,10,143,101,11,102,89,11,31,6,14,5,18,10,18,12,21,2,13,26,10,10,7,17,0,5,11,6,65,25,13,13,134,165,244,,188
2018/01/08 17:00:00+00,11,10,107,156,217,15,164,99,24,87,92,21,38,4,20,8,29,18,21,21,22,5,11,30,13,14,12,26,0,2,21,8,57,24,19,15,110,100,242,,189
2018/01/08 18:00:00+00,17,9,143,116,226,35,159,116,22,85,103,26,49,9,35,8,29,7,30,21,25,3,26,44,31,29,20,49,0,2,18,10,84,29,20,20,136,160,227,,190
2018/01/08 19:00:00+00,17,8,110,98,196,22,141,116,24,102,94,22,47,9,27,4,23,13,27,28,15,2,21,46,24,25,17,39,0,6,16,10,75,40,11,21,101,107,220,,191
2018/01/08 20:00:00+00,16,6,84,71,174,17,106,80,24,65,70,17,29,3,16,5,14,7,18,11,10,2,37,38,13,20,14,26,0,7,16,6,55,34,10,9,88,97,186,,192
2018/01/08 21:00:00+00,9,3,60,48,148,20,95,60,11,41,45,13,17,4,18,3,11,5,19,,9,1,15,27,16,14,9,26,0,8,7,3,55,23,8,5,81,57,183,,193
2018/01/08 22:00:00+00,8,2,43,39,156,10,78,45,7,49,48,5,22,3,10,3,13,6,12,4,6,2,7,24,12,10,5,18,0,1,11,4,40,15,5,3,65,40,172,,194
2018/01/08 23:00:00+00,7,3,49,31,145,11,74,38,9,57,45,5,20,1,12,3,12,8,9,5,6,1,7,20,14,8,5,16,0,0,9,4,33,23,5,3,67,20,148,,195
2018/01/09 00:00:00+00,4,4,36,24,123,14,83,30,9,41,25,16,21,2,14,2,16,3,7,6,4,2,5,20,9,7,4,20,0,0,9,5,33,12,6,9,45,36,127,,196
2018/01/09 01:00:00+00,3,6,35,22,72,18,62,24,15,29,24,18,19,2,17,1,13,4,7,5,4,2,7,22,12,7,3,23,0,0,9,7,29,9,11,7,43,17,95,,197
